count	time	from	to	dataset	dpt	mlt
47	2004.37726	SN	ZM	locrisk574.1	LSD	FastTree
48	1957.54495	SN	ET	locrisk574.1	LSD	FastTree
49	2002.4999699999998	ET	ZM	locrisk574.1	LSD	FastTree
50	1963.3751399999999	ET	MW	locrisk574.1	LSD	FastTree
51	2000.5000399999999	MW	ZA	locrisk574.1	LSD	FastTree
52	1965.9910499999999	ET	SE	locrisk574.1	LSD	FastTree
53	1966.0720099999999	ET	SE	locrisk574.1	LSD	FastTree
54	2009.5000099999997	SE	ET	locrisk574.1	LSD	FastTree
55	2008.1356099999998	ET	SE	locrisk574.1	LSD	FastTree
56	2002.5000499999999	ET	YE	locrisk574.1	LSD	FastTree
57	1999.4999699999998	ET	IL	locrisk574.1	LSD	FastTree
58	1999.4999899999998	BW	ZA	locrisk574.1	LSD	FastTree
59	2008.49433	BW	ES	locrisk574.1	LSD	FastTree
60	2009.1143099999999	ES	NG	locrisk574.1	LSD	FastTree
61	2007.1569299999999	BW	ES	locrisk574.1	LSD	FastTree
62	1994.9259099999999	BW	ZM	locrisk574.1	LSD	FastTree
63	2015.5000199999999	BW	SE	locrisk574.1	LSD	FastTree
64	2004.3410699999999	BW	ZA	locrisk574.1	LSD	FastTree
65	2009.5712699999999	BW	SE	locrisk574.1	LSD	FastTree
66	2002.4999699999998	BW	TZ	locrisk574.1	LSD	FastTree
67	2007.2892699999998	BW	MW	locrisk574.1	LSD	FastTree
68	2002.11529	BW	ES	locrisk574.1	LSD	FastTree
69	2004.6093899999998	BW	ZM	locrisk574.1	LSD	FastTree
70	2000.4999899999998	BW	ZA	locrisk574.1	LSD	FastTree
71	2003.4999999999998	BW	GE	locrisk574.1	LSD	FastTree
72	2011.6790099999998	BW	ZM	locrisk574.1	LSD	FastTree
73	2014.50001	BW	ZA	locrisk574.1	LSD	FastTree
74	1956.0468199999998	BW	ZM	locrisk574.1	LSD	FastTree
75	2003.4999699999998	ZM	TZ	locrisk574.1	LSD	FastTree
76	2008.6502599999999	ZM	ZA	locrisk574.1	LSD	FastTree
77	2003.8314599999999	ZM	TZ	locrisk574.1	LSD	FastTree
78	2004.4396999999999	ZM	TZ	locrisk574.1	LSD	FastTree
79	1964.6290499999998	ZM	TZ	locrisk574.1	LSD	FastTree
80	2004.4999599999999	ZM	SE	locrisk574.1	LSD	FastTree
81	2003.42112	BW	ZM	locrisk574.1	LSD	FastTree
82	1966.5229299999999	BW	ZA	locrisk574.1	LSD	FastTree
83	2007.0400099999999	BW	MW	locrisk574.1	LSD	FastTree
84	2003.2481099999998	BW	TZ	locrisk574.1	LSD	FastTree
85	2004.8306399999999	BW	ZA	locrisk574.1	LSD	FastTree
86	1954.87159	BW	ZA	locrisk574.1	LSD	FastTree
87	2001.5000399999999	ZA	TZ	locrisk574.1	LSD	FastTree
88	1971.0115799999999	ZA	BW	locrisk574.1	LSD	FastTree
89	1957.7983599999998	ZA	BW	locrisk574.1	LSD	FastTree
90	2001.4999699999998	BW	TZ	locrisk574.1	LSD	FastTree
91	2009.4999699999998	BW	MW	locrisk574.1	LSD	FastTree
92	1970.4517699999999	ZA	BW	locrisk574.1	LSD	FastTree
93	1993.5000199999999	ZA	MW	locrisk574.1	LSD	FastTree
94	2008.3657599999999	ZA	MW	locrisk574.1	LSD	FastTree
95	1956.7222499999998	BW	TZ	locrisk574.1	LSD	FastTree
96	2010.5000299999999	BW	MW	locrisk574.1	LSD	FastTree
97	1984.2311499999998	BW	ZM	locrisk574.1	LSD	FastTree
98	2014.5000399999999	BW	US	locrisk574.1	LSD	FastTree
99	1963.11628	BW	ZM	locrisk574.1	LSD	FastTree
100	2007.4999699999998	BW	MW	locrisk574.1	LSD	FastTree
101	2005.8726399999998	BW	ZA	locrisk574.1	LSD	FastTree
102	2004.7472499999999	BW	ZA	locrisk574.1	LSD	FastTree
103	2004.2491499999999	BW	ZA	locrisk574.1	LSD	FastTree
104	1963.1221699999999	BW	TZ	locrisk574.1	LSD	FastTree
105	1956.2564699999998	BW	ZM	locrisk574.1	LSD	FastTree
106	1962.4274599999999	ZM	BW	locrisk574.1	LSD	FastTree
107	2007.89176	BW	MW	locrisk574.1	LSD	FastTree
108	1962.4019799999999	BW	TZ	locrisk574.1	LSD	FastTree
109	2003.7465999999999	BW	ZA	locrisk574.1	LSD	FastTree
110	2001.4999999999998	BW	DK	locrisk574.1	LSD	FastTree
111	2001.5000399999999	BW	ZA	locrisk574.1	LSD	FastTree
112	1998.5000399999999	BW	TZ	locrisk574.1	LSD	FastTree
113	1959.2466899999999	BW	ZM	locrisk574.1	LSD	FastTree
114	1975.19967	ZM	ZA	locrisk574.1	LSD	FastTree
115	1961.3777299999999	ZM	TZ	locrisk574.1	LSD	FastTree
116	1965.23642	BW	ZA	locrisk574.1	LSD	FastTree
117	2000.4999799999998	BW	ZA	locrisk574.1	LSD	FastTree
118	2005.5663999999999	BW	ZM	locrisk574.1	LSD	FastTree
119	1954.8521999999998	BW	ZA	locrisk574.1	LSD	FastTree
120	2009.5000299999999	ZA	MW	locrisk574.1	LSD	FastTree
121	2008.7705299999998	ZA	MW	locrisk574.1	LSD	FastTree
122	2010.6342799999998	ZA	NG	locrisk574.1	LSD	FastTree
123	1994.8601899999999	ZA	MW	locrisk574.1	LSD	FastTree
124	2005.0272799999998	ZA	TZ	locrisk574.1	LSD	FastTree
125	1958.8578699999998	ZA	BW	locrisk574.1	LSD	FastTree
126	2005.7465599999998	BW	ZA	locrisk574.1	LSD	FastTree
127	2008.11366	BW	ZA	locrisk574.1	LSD	FastTree
128	1972.9327999999998	BW	ZM	locrisk574.1	LSD	FastTree
129	1958.8380999999999	ZA	IN	locrisk574.1	LSD	FastTree
130	2015.4999799999998	IN	PK	locrisk574.1	LSD	FastTree
131	2015.5000499999999	IN	SE	locrisk574.1	LSD	FastTree
132	2015.7657499999998	IN	BE	locrisk574.1	LSD	FastTree
133	1974.82215	IN	NP	locrisk574.1	LSD	FastTree
134	1993.4999699999998	NP	IN	locrisk574.1	LSD	FastTree
135	1974.2580099999998	IN	CN	locrisk574.1	LSD	FastTree
136	2013.4999799999998	CN	SE	locrisk574.1	LSD	FastTree
137	1999.5000599999998	CN	MM	locrisk574.1	LSD	FastTree
138	2000.5000299999999	BW	KE	locrisk574.1	LSD	FastTree
139	1973.63132	BW	SO	locrisk574.1	LSD	FastTree
140	2012.5000199999999	SO	SE	locrisk574.1	LSD	FastTree
141	1959.4214399999998	BW	ZM	locrisk574.1	LSD	FastTree
142	2000.5000499999999	ZM	ZA	locrisk574.1	LSD	FastTree
143	2004.2068299999999	ZM	TZ	locrisk574.1	LSD	FastTree
144	1967.5176399999998	BW	ZA	locrisk574.1	LSD	FastTree
145	1959.5931899999998	BW	MW	locrisk574.1	LSD	FastTree
146	2008.97813	MW	ZA	locrisk574.1	LSD	FastTree
147	1974.4642399999998	BW	ZA	locrisk574.1	LSD	FastTree
148	2007.5000399999999	ZA	ES	locrisk574.1	LSD	FastTree
149	2010.4999999999998	BW	MW	locrisk574.1	LSD	FastTree
150	2015.5000399999999	BW	TH	locrisk574.1	LSD	FastTree
151	2009.5904399999999	BW	BG	locrisk574.1	LSD	FastTree
152	1976.2293399999999	BW	ZA	locrisk574.1	LSD	FastTree
153	2008.9862999999998	BW	MW	locrisk574.1	LSD	FastTree
154	2002.5000199999999	BW	TZ	locrisk574.1	LSD	FastTree
155	1980.0443399999999	BW	TZ	locrisk574.1	LSD	FastTree
156	1967.75172	BW	ZA	locrisk574.1	LSD	FastTree
157	1956.6481099999999	BW	ZA	locrisk574.1	LSD	FastTree
158	2009.0573399999998	ZA	ZM	locrisk574.1	LSD	FastTree
159	1995.4999399999999	ZA	IN	locrisk574.1	LSD	FastTree
160	1999.4999699999998	ZA	BW	locrisk574.1	LSD	FastTree
161	2007.5000199999999	ZA	SE	locrisk574.1	LSD	FastTree
162	2011.4999899999998	ZA	DE	locrisk574.1	LSD	FastTree
163	2016.66122	ZA	BE	locrisk574.1	LSD	FastTree
164	2012.49992	ZA	SE	locrisk574.1	LSD	FastTree
165	2013.49992	ZA	SE	locrisk574.1	LSD	FastTree
1	2001.5000700000001	BW	TZ	locrisk574.2	LSD	FastTree
2	1950.1908000000001	BW	SE	locrisk574.2	LSD	FastTree
3	2009.5000199999999	SE	ET	locrisk574.2	LSD	FastTree
4	2006.5000400000001	SE	KE	locrisk574.2	LSD	FastTree
5	1965.9813900000001	SE	ET	locrisk574.2	LSD	FastTree
6	2007.83629	ET	US	locrisk574.2	LSD	FastTree
7	1999.5000500000001	SE	IL	locrisk574.2	LSD	FastTree
8	2009.0503900000001	SE	ET	locrisk574.2	LSD	FastTree
9	2003.5000700000001	SE	ZM	locrisk574.2	LSD	FastTree
10	2005.5000199999999	SE	KE	locrisk574.2	LSD	FastTree
11	1963.9418800000001	SE	TZ	locrisk574.2	LSD	FastTree
12	1992.50001	TZ	KE	locrisk574.2	LSD	FastTree
13	1976.51828	SE	ZA	locrisk574.2	LSD	FastTree
14	1966.6583000000001	SE	BR	locrisk574.2	LSD	FastTree
15	2001.5	BR	AR	locrisk574.2	LSD	FastTree
16	2015.54934	BR	ES	locrisk574.2	LSD	FastTree
17	2001.5000500000001	BR	UY	locrisk574.2	LSD	FastTree
18	1955.9292800000001	BW	TZ	locrisk574.2	LSD	FastTree
19	2003.5	BW	TZ	locrisk574.2	LSD	FastTree
20	2003.2479600000001	BW	ZA	locrisk574.2	LSD	FastTree
21	2007.6616300000001	BW	MW	locrisk574.2	LSD	FastTree
22	2004.83062	BW	ZA	locrisk574.2	LSD	FastTree
23	1957.5951500000001	BW	ZM	locrisk574.2	LSD	FastTree
24	2003.49999	ZM	TZ	locrisk574.2	LSD	FastTree
25	2008.65031	BW	ZA	locrisk574.2	LSD	FastTree
26	2003.83151	BW	TZ	locrisk574.2	LSD	FastTree
27	2003.5000300000002	BW	GE	locrisk574.2	LSD	FastTree
28	2004.4397300000001	BW	TZ	locrisk574.2	LSD	FastTree
29	2001.5000300000002	BW	ZA	locrisk574.2	LSD	FastTree
30	1959.0755300000001	BW	ZM	locrisk574.2	LSD	FastTree
31	2004.50001	ZM	SE	locrisk574.2	LSD	FastTree
32	1963.40995	ZM	TZ	locrisk574.2	LSD	FastTree
33	2003.55042	BW	ZM	locrisk574.2	LSD	FastTree
34	1966.9682400000002	BW	ZA	locrisk574.2	LSD	FastTree
35	2007.14662	BW	MW	locrisk574.2	LSD	FastTree
36	2003.30692	BW	TZ	locrisk574.2	LSD	FastTree
37	1999.49999	BW	ZA	locrisk574.2	LSD	FastTree
38	1995.5422900000001	BW	ZM	locrisk574.2	LSD	FastTree
39	2015.5000199999999	BW	SE	locrisk574.2	LSD	FastTree
40	2004.3411100000001	BW	ZA	locrisk574.2	LSD	FastTree
41	2009.5712100000001	BW	SE	locrisk574.2	LSD	FastTree
42	2002.4999800000001	BW	TZ	locrisk574.2	LSD	FastTree
43	2007.32068	BW	MW	locrisk574.2	LSD	FastTree
44	2002.19669	BW	ES	locrisk574.2	LSD	FastTree
45	2004.6497899999999	BW	ZM	locrisk574.2	LSD	FastTree
46	1956.1333	BW	ZA	locrisk574.2	LSD	FastTree
47	1968.9229500000001	ZA	BW	locrisk574.2	LSD	FastTree
48	1993.5000199999999	ZA	MW	locrisk574.2	LSD	FastTree
49	2008.3657900000001	ZA	MW	locrisk574.2	LSD	FastTree
50	2010.5	ZA	MW	locrisk574.2	LSD	FastTree
51	2003.97396	BW	TZ	locrisk574.2	LSD	FastTree
52	1959.7857100000001	BW	ZM	locrisk574.2	LSD	FastTree
53	2008.12048	BW	ZM	locrisk574.2	LSD	FastTree
54	2006.6972800000001	BW	TZ	locrisk574.2	LSD	FastTree
55	1998.4999800000001	BW	ZA	locrisk574.2	LSD	FastTree
56	2007.6261300000001	BW	ZM	locrisk574.2	LSD	FastTree
57	1990.33293	BW	ZA	locrisk574.2	LSD	FastTree
58	1969.95982	BW	ZM	locrisk574.2	LSD	FastTree
59	1957.1502700000001	BW	MW	locrisk574.2	LSD	FastTree
60	2008.7851000000001	MW	ZM	locrisk574.2	LSD	FastTree
61	2014.81014	BW	ZA	locrisk574.2	LSD	FastTree
62	2006.2127399999999	BW	ZM	locrisk574.2	LSD	FastTree
63	2006.0288	BW	TZ	locrisk574.2	LSD	FastTree
64	2005.5000199999999	BW	KE	locrisk574.2	LSD	FastTree
65	1963.7947100000001	BW	SN	locrisk574.2	LSD	FastTree
66	2004.2893100000001	SN	ZM	locrisk574.2	LSD	FastTree
67	2002.5	BW	ZM	locrisk574.2	LSD	FastTree
68	1962.8435500000001	BW	MW	locrisk574.2	LSD	FastTree
69	2000.5000500000001	MW	ZA	locrisk574.2	LSD	FastTree
70	1955.0237300000001	BW	SE	locrisk574.2	LSD	FastTree
71	2008.5000600000001	SE	ET	locrisk574.2	LSD	FastTree
72	2009.4999700000001	SE	ET	locrisk574.2	LSD	FastTree
73	2009.4999700000001	SE	ET	locrisk574.2	LSD	FastTree
74	2009.05828	SE	ET	locrisk574.2	LSD	FastTree
75	1999.4999800000001	SE	IL	locrisk574.2	LSD	FastTree
76	2002.50001	SE	YE	locrisk574.2	LSD	FastTree
77	2009.50001	SE	ET	locrisk574.2	LSD	FastTree
78	2009.5000199999999	SE	ET	locrisk574.2	LSD	FastTree
79	2000.5000400000001	SE	IL	locrisk574.2	LSD	FastTree
80	1999.5000300000002	SE	IL	locrisk574.2	LSD	FastTree
81	2009.5000300000002	SE	ET	locrisk574.2	LSD	FastTree
82	1998.49999	SE	IL	locrisk574.2	LSD	FastTree
83	2009.5	SE	ET	locrisk574.2	LSD	FastTree
84	1954.2582300000001	BW	TZ	locrisk574.2	LSD	FastTree
85	2008.4205300000001	TZ	ZA	locrisk574.2	LSD	FastTree
86	1957.1380300000001	BW	ZA	locrisk574.2	LSD	FastTree
87	2001.5000600000001	ZA	TZ	locrisk574.2	LSD	FastTree
88	1958.54936	BW	MW	locrisk574.2	LSD	FastTree
89	1963.79116	MW	ZA	locrisk574.2	LSD	FastTree
90	1999.5000500000001	ZA	BW	locrisk574.2	LSD	FastTree
91	2010.68632	BW	ZM	locrisk574.2	LSD	FastTree
92	1958.50477	BW	MW	locrisk574.2	LSD	FastTree
93	2008.97819	MW	ZA	locrisk574.2	LSD	FastTree
94	2009.5903900000001	MW	BG	locrisk574.2	LSD	FastTree
95	1994.0058900000001	MW	ES	locrisk574.2	LSD	FastTree
96	2008.50009	ES	ZA	locrisk574.2	LSD	FastTree
97	1975.9073000000001	MW	ZA	locrisk574.2	LSD	FastTree
98	2015.50001	MW	TH	locrisk574.2	LSD	FastTree
99	2001.49999	MW	BW	locrisk574.2	LSD	FastTree
100	1956.6082100000001	BW	ZM	locrisk574.2	LSD	FastTree
101	2014.5000400000001	ZM	US	locrisk574.2	LSD	FastTree
102	2007.5000400000001	BW	MW	locrisk574.2	LSD	FastTree
103	2004.4983999999999	BW	ZA	locrisk574.2	LSD	FastTree
104	2004.2491	BW	ZA	locrisk574.2	LSD	FastTree
105	2005.87266	BW	ZA	locrisk574.2	LSD	FastTree
106	2010.50001	BW	MW	locrisk574.2	LSD	FastTree
107	1955.6286600000001	BW	ZM	locrisk574.2	LSD	FastTree
108	2008.49434	ZM	ES	locrisk574.2	LSD	FastTree
109	2009.11213	ES	NG	locrisk574.2	LSD	FastTree
110	2007.4585400000001	ZM	ES	locrisk574.2	LSD	FastTree
111	1963.4141200000001	BW	TZ	locrisk574.2	LSD	FastTree
112	2002.5	BW	TZ	locrisk574.2	LSD	FastTree
113	2000.5000300000002	BW	KE	locrisk574.2	LSD	FastTree
114	2000.4999800000001	BW	ZA	locrisk574.2	LSD	FastTree
115	2009.4999800000001	BW	ZM	locrisk574.2	LSD	FastTree
116	1974.4277200000001	BW	SO	locrisk574.2	LSD	FastTree
117	2012.5000199999999	SO	SE	locrisk574.2	LSD	FastTree
118	2004.20687	BW	TZ	locrisk574.2	LSD	FastTree
119	1963.92651	BW	ZM	locrisk574.2	LSD	FastTree
120	1956.24251	BW	ZA	locrisk574.2	LSD	FastTree
121	2009.05737	ZA	ZM	locrisk574.2	LSD	FastTree
122	1995.4999700000001	ZA	IN	locrisk574.2	LSD	FastTree
123	1999.50001	ZA	BW	locrisk574.2	LSD	FastTree
124	2007.5000199999999	ZA	SE	locrisk574.2	LSD	FastTree
125	2011.4999800000001	ZA	DE	locrisk574.2	LSD	FastTree
126	1979.93577	ZA	TZ	locrisk574.2	LSD	FastTree
127	2016.66121	ZA	BE	locrisk574.2	LSD	FastTree
128	2012.5000700000001	ZA	SE	locrisk574.2	LSD	FastTree
129	2013.5000400000001	ZA	SE	locrisk574.2	LSD	FastTree
130	1961.3414400000001	BW	TZ	locrisk574.2	LSD	FastTree
131	1989.5000700000001	BW	ZM	locrisk574.2	LSD	FastTree
132	2006.70272	BW	ZM	locrisk574.2	LSD	FastTree
133	2000.5000600000001	BW	ZA	locrisk574.2	LSD	FastTree
134	1996.4999800000001	BW	ZM	locrisk574.2	LSD	FastTree
135	1975.2612799999999	BW	ZA	locrisk574.2	LSD	FastTree
136	1961.4676100000001	BW	TZ	locrisk574.2	LSD	FastTree
137	2003.7466300000001	BW	ZA	locrisk574.2	LSD	FastTree
138	1998.5000300000002	BW	TZ	locrisk574.2	LSD	FastTree
139	2001.5000400000001	BW	ZA	locrisk574.2	LSD	FastTree
140	2004.7486699999999	BW	ZA	locrisk574.2	LSD	FastTree
141	2001.4999800000001	BW	DK	locrisk574.2	LSD	FastTree
142	2006.0866800000001	BW	ZM	locrisk574.2	LSD	FastTree
143	2003.49999	BW	ZM	locrisk574.2	LSD	FastTree
144	1961.93731	BW	ZA	locrisk574.2	LSD	FastTree
145	2005.2499600000001	BW	ZA	locrisk574.2	LSD	FastTree
146	1957.9659000000001	BW	ZA	locrisk574.2	LSD	FastTree
147	2009.5000199999999	ZA	MW	locrisk574.2	LSD	FastTree
148	2008.77055	ZA	MW	locrisk574.2	LSD	FastTree
149	2010.6342500000001	ZA	NG	locrisk574.2	LSD	FastTree
150	1994.87779	ZA	MW	locrisk574.2	LSD	FastTree
151	2005.9712400000001	BW	ZA	locrisk574.2	LSD	FastTree
152	2005.0273400000001	BW	TZ	locrisk574.2	LSD	FastTree
153	1971.53512	BW	ZM	locrisk574.2	LSD	FastTree
154	2008.1137000000001	BW	ZA	locrisk574.2	LSD	FastTree
155	1959.43506	BW	ZA	locrisk574.2	LSD	FastTree
156	1959.4991199999999	BW	IN	locrisk574.2	LSD	FastTree
157	2015.4999800000001	IN	PK	locrisk574.2	LSD	FastTree
158	2015.5000199999999	IN	SE	locrisk574.2	LSD	FastTree
159	2015.7657200000001	IN	BE	locrisk574.2	LSD	FastTree
160	2012.5000300000002	IN	SE	locrisk574.2	LSD	FastTree
161	2008.1986200000001	IN	CN	locrisk574.2	LSD	FastTree
162	1974.01512	IN	NP	locrisk574.2	LSD	FastTree
163	1993.4999800000001	NP	IN	locrisk574.2	LSD	FastTree
164	1999.49999	IN	MM	locrisk574.2	LSD	FastTree
165	1983.13481	IN	CN	locrisk574.2	LSD	FastTree
1	2001.4999299999999	BW	TZ	locrisk574.3	LSD	FastTree
2	1947.8376599999999	BW	SE	locrisk574.3	LSD	FastTree
3	2009.4999499999999	SE	ET	locrisk574.3	LSD	FastTree
4	2006.4999399999999	SE	KE	locrisk574.3	LSD	FastTree
5	1964.7246799999998	SE	ET	locrisk574.3	LSD	FastTree
6	2007.6205799999998	ET	US	locrisk574.3	LSD	FastTree
7	1999.4999799999998	SE	IL	locrisk574.3	LSD	FastTree
8	2009.0353299999999	SE	ET	locrisk574.3	LSD	FastTree
9	2003.4999799999998	SE	ZM	locrisk574.3	LSD	FastTree
10	2005.4999699999998	SE	KE	locrisk574.3	LSD	FastTree
11	1962.53701	SE	TZ	locrisk574.3	LSD	FastTree
12	1992.4999299999999	TZ	KE	locrisk574.3	LSD	FastTree
13	1975.5519299999999	SE	ZA	locrisk574.3	LSD	FastTree
14	1965.28496	SE	BR	locrisk574.3	LSD	FastTree
15	2001.4999599999999	BR	AR	locrisk574.3	LSD	FastTree
16	2015.5493199999999	BR	ES	locrisk574.3	LSD	FastTree
17	2001.5	BR	UY	locrisk574.3	LSD	FastTree
18	2003.24793	BW	ZA	locrisk574.3	LSD	FastTree
19	2003.5	BW	TZ	locrisk574.3	LSD	FastTree
20	2007.66157	BW	MW	locrisk574.3	LSD	FastTree
21	1994.37563	BW	ZM	locrisk574.3	LSD	FastTree
22	2015.4999399999999	BW	SE	locrisk574.3	LSD	FastTree
23	2004.3410399999998	BW	ZA	locrisk574.3	LSD	FastTree
24	2009.57124	BW	SE	locrisk574.3	LSD	FastTree
25	2002.4999299999999	BW	TZ	locrisk574.3	LSD	FastTree
26	2007.2802299999998	BW	MW	locrisk574.3	LSD	FastTree
27	2001.99766	BW	ES	locrisk574.3	LSD	FastTree
28	2004.4345599999999	BW	ZM	locrisk574.3	LSD	FastTree
29	1956.4294799999998	BW	ZM	locrisk574.3	LSD	FastTree
30	2003.4999699999998	ZM	TZ	locrisk574.3	LSD	FastTree
31	2004.4396899999999	BW	TZ	locrisk574.3	LSD	FastTree
32	2008.65023	BW	ZA	locrisk574.3	LSD	FastTree
33	2003.83143	BW	TZ	locrisk574.3	LSD	FastTree
34	1975.15337	BW	ZA	locrisk574.3	LSD	FastTree
35	1957.4955499999999	BW	ZM	locrisk574.3	LSD	FastTree
36	1962.1064399999998	ZM	TZ	locrisk574.3	LSD	FastTree
37	2004.4999799999998	ZM	SE	locrisk574.3	LSD	FastTree
38	2003.4999399999999	BW	GE	locrisk574.3	LSD	FastTree
39	2004.9139	BW	ZA	locrisk574.3	LSD	FastTree
40	2003.47263	BW	ZM	locrisk574.3	LSD	FastTree
41	1966.1093099999998	BW	ZA	locrisk574.3	LSD	FastTree
42	2007.04044	BW	MW	locrisk574.3	LSD	FastTree
43	2003.1938399999999	BW	TZ	locrisk574.3	LSD	FastTree
44	1960.7855399999999	BW	ZA	locrisk574.3	LSD	FastTree
45	1993.4999599999999	ZA	MW	locrisk574.3	LSD	FastTree
46	2008.3656899999999	ZA	MW	locrisk574.3	LSD	FastTree
47	1958.0932599999999	BW	MW	locrisk574.3	LSD	FastTree
48	1958.7622099999999	BW	ZA	locrisk574.3	LSD	FastTree
49	2001.4999399999999	ZA	TZ	locrisk574.3	LSD	FastTree
50	2003.9739199999999	BW	TZ	locrisk574.3	LSD	FastTree
51	2007.0115199999998	BW	ZM	locrisk574.3	LSD	FastTree
52	1959.3905699999998	BW	ZM	locrisk574.3	LSD	FastTree
53	2008.4999399999999	BW	ZM	locrisk574.3	LSD	FastTree
54	2006.69724	BW	TZ	locrisk574.3	LSD	FastTree
55	1998.4999499999999	BW	ZA	locrisk574.3	LSD	FastTree
56	1990.3328499999998	BW	ZA	locrisk574.3	LSD	FastTree
57	1968.8794399999999	BW	ZM	locrisk574.3	LSD	FastTree
58	1961.61816	BW	MW	locrisk574.3	LSD	FastTree
59	1961.42166	BW	TZ	locrisk574.3	LSD	FastTree
60	2007.8054299999999	BW	MW	locrisk574.3	LSD	FastTree
61	2008.73893	BW	ZM	locrisk574.3	LSD	FastTree
62	2014.88013	BW	ZA	locrisk574.3	LSD	FastTree
63	2006.33683	BW	ZM	locrisk574.3	LSD	FastTree
64	2006.0286999999998	BW	TZ	locrisk574.3	LSD	FastTree
65	1959.9418499999999	BW	SN	locrisk574.3	LSD	FastTree
66	2005.4999499999999	SN	KE	locrisk574.3	LSD	FastTree
67	2004.2578599999999	SN	ZM	locrisk574.3	LSD	FastTree
68	2002.4999699999998	BW	ZM	locrisk574.3	LSD	FastTree
69	2000.4999299999999	BW	ZA	locrisk574.3	LSD	FastTree
70	1967.4502199999999	BW	MW	locrisk574.3	LSD	FastTree
71	1953.6922999999999	BW	SE	locrisk574.3	LSD	FastTree
72	2008.4998999999998	SE	ET	locrisk574.3	LSD	FastTree
73	2009.49991	SE	ET	locrisk574.3	LSD	FastTree
74	2009.49991	SE	ET	locrisk574.3	LSD	FastTree
75	2009.0340699999999	SE	ET	locrisk574.3	LSD	FastTree
76	2002.4999299999999	SE	YE	locrisk574.3	LSD	FastTree
77	1999.4999699999998	SE	IL	locrisk574.3	LSD	FastTree
78	2009.4999699999998	SE	ET	locrisk574.3	LSD	FastTree
79	2009.4999399999999	SE	ET	locrisk574.3	LSD	FastTree
80	2000.4999299999999	SE	IL	locrisk574.3	LSD	FastTree
81	1999.4999699999998	SE	IL	locrisk574.3	LSD	FastTree
82	2009.4999699999998	SE	ET	locrisk574.3	LSD	FastTree
83	1998.4999299999999	SE	IL	locrisk574.3	LSD	FastTree
84	2009.4999299999999	SE	ET	locrisk574.3	LSD	FastTree
85	2009.49991	BW	MW	locrisk574.3	LSD	FastTree
86	1958.47109	BW	TZ	locrisk574.3	LSD	FastTree
87	1999.4999699999998	BW	ZA	locrisk574.3	LSD	FastTree
88	2008.4970599999999	BW	ES	locrisk574.3	LSD	FastTree
89	2009.1416899999999	ES	NG	locrisk574.3	LSD	FastTree
90	2007.1945599999999	BW	ES	locrisk574.3	LSD	FastTree
91	1957.62437	BW	ZM	locrisk574.3	LSD	FastTree
92	2012.4999499999999	BW	ZM	locrisk574.3	LSD	FastTree
93	2014.4999499999999	BW	US	locrisk574.3	LSD	FastTree
94	2007.4999799999998	BW	MW	locrisk574.3	LSD	FastTree
95	2004.24901	BW	ZA	locrisk574.3	LSD	FastTree
96	2005.8725099999999	BW	ZA	locrisk574.3	LSD	FastTree
97	1960.3957899999998	BW	TZ	locrisk574.3	LSD	FastTree
98	1963.0914699999998	BW	ZM	locrisk574.3	LSD	FastTree
99	1996.4999699999998	BW	ZM	locrisk574.3	LSD	FastTree
100	1974.5680699999998	BW	ZA	locrisk574.3	LSD	FastTree
101	1960.5482099999999	BW	TZ	locrisk574.3	LSD	FastTree
102	2001.49991	BW	ZA	locrisk574.3	LSD	FastTree
103	1998.49991	BW	TZ	locrisk574.3	LSD	FastTree
104	2001.4999699999998	BW	DK	locrisk574.3	LSD	FastTree
105	2005.92067	BW	ZM	locrisk574.3	LSD	FastTree
106	1953.8799399999998	BW	TZ	locrisk574.3	LSD	FastTree
107	1961.91634	TZ	ZA	locrisk574.3	LSD	FastTree
108	2003.4999299999999	BW	ZM	locrisk574.3	LSD	FastTree
109	2000.4999299999999	BW	ZA	locrisk574.3	LSD	FastTree
110	1956.1692999999998	BW	ZM	locrisk574.3	LSD	FastTree
111	2009.4998899999998	ZM	MW	locrisk574.3	LSD	FastTree
112	1954.8041799999999	BW	ZA	locrisk574.3	LSD	FastTree
113	2008.7703799999999	ZA	MW	locrisk574.3	LSD	FastTree
114	2010.63419	ZA	NG	locrisk574.3	LSD	FastTree
115	1994.3884399999999	ZA	MW	locrisk574.3	LSD	FastTree
116	2005.02721	BW	TZ	locrisk574.3	LSD	FastTree
117	1960.2516599999999	BW	ZA	locrisk574.3	LSD	FastTree
118	2009.3414599999999	BW	ZA	locrisk574.3	LSD	FastTree
119	2005.7464799999998	BW	ZA	locrisk574.3	LSD	FastTree
120	1960.7847199999999	BW	ZA	locrisk574.3	LSD	FastTree
121	1971.6282799999999	BW	ZM	locrisk574.3	LSD	FastTree
122	2005.2499699999998	BW	ZA	locrisk574.3	LSD	FastTree
123	1956.9413	BW	IN	locrisk574.3	LSD	FastTree
124	2015.4998799999998	IN	PK	locrisk574.3	LSD	FastTree
125	2015.4999599999999	IN	SE	locrisk574.3	LSD	FastTree
126	2015.7656599999998	IN	BE	locrisk574.3	LSD	FastTree
127	2012.4999599999999	IN	SE	locrisk574.3	LSD	FastTree
128	1972.6111799999999	IN	NP	locrisk574.3	LSD	FastTree
129	1993.4998999999998	NP	IN	locrisk574.3	LSD	FastTree
