count	time	from	to	dataset	dpt	mlt
128	2002.4999700000001	ZA	TZ	locrisk378.1	TempEst	FastTree
129	2003.81367	ZA	ZM	locrisk378.1	TempEst	FastTree
130	2004.4397000000001	ZA	TZ	locrisk378.1	TempEst	FastTree
131	2016.6611800000001	ZA	BE	locrisk378.1	TempEst	FastTree
132	2012.4999700000001	ZA	SE	locrisk378.1	TempEst	FastTree
133	2011.4999700000001	ZA	SE	locrisk378.1	TempEst	FastTree
1	2002.5	ZM	TZ	locrisk378.2	TempEst	FastTree
2	2007.66164	ZM	MW	locrisk378.2	TempEst	FastTree
3	1924.7366299999999	ZM	SE	locrisk378.2	TempEst	FastTree
4	2008.5	SE	ET	locrisk378.2	TempEst	FastTree
5	1998.5	SE	IL	locrisk378.2	TempEst	FastTree
6	1999.5	SE	IL	locrisk378.2	TempEst	FastTree
7	1999.5	SE	IL	locrisk378.2	TempEst	FastTree
8	2005.5	SE	KE	locrisk378.2	TempEst	FastTree
9	1944.9523199999999	SE	ET	locrisk378.2	TempEst	FastTree
10	1973.4147599999999	ET	US	locrisk378.2	TempEst	FastTree
11	1999.5	SE	IL	locrisk378.2	TempEst	FastTree
12	2008.5	SE	ET	locrisk378.2	TempEst	FastTree
13	2004.5	SE	KE	locrisk378.2	TempEst	FastTree
14	1991.49999	SE	KE	locrisk378.2	TempEst	FastTree
15	2006.9520499999999	SE	TZ	locrisk378.2	TempEst	FastTree
16	1962.58997	SE	ZA	locrisk378.2	TempEst	FastTree
17	1949.0534	SE	BR	locrisk378.2	TempEst	FastTree
18	2001.49999	BR	AR	locrisk378.2	TempEst	FastTree
19	2015.5492999999999	BR	ES	locrisk378.2	TempEst	FastTree
20	2001.5	BR	UY	locrisk378.2	TempEst	FastTree
21	2005.26503	ZM	TZ	locrisk378.2	TempEst	FastTree
22	2012.5	ZM	SE	locrisk378.2	TempEst	FastTree
23	1973.6525099999999	ZM	MW	locrisk378.2	TempEst	FastTree
24	2015.66437	ZM	ZA	locrisk378.2	TempEst	FastTree
25	2004.5	ZM	KE	locrisk378.2	TempEst	FastTree
26	2006.0287599999999	ZM	TZ	locrisk378.2	TempEst	FastTree
27	1990.49999	ZM	SN	locrisk378.2	TempEst	FastTree
28	1996.49999	ZM	SN	locrisk378.2	TempEst	FastTree
29	2000.5	ZM	ZA	locrisk378.2	TempEst	FastTree
30	2008.5	ZM	MW	locrisk378.2	TempEst	FastTree
31	1938.98642	ZM	SE	locrisk378.2	TempEst	FastTree
32	2008.49999	SE	ET	locrisk378.2	TempEst	FastTree
33	2008.5	SE	ET	locrisk378.2	TempEst	FastTree
34	1999.49999	SE	IL	locrisk378.2	TempEst	FastTree
35	2002.49999	SE	YE	locrisk378.2	TempEst	FastTree
36	1998.50001	ZM	ZA	locrisk378.2	TempEst	FastTree
37	2000.5	ZM	BW	locrisk378.2	TempEst	FastTree
38	1950.19013	ZM	BW	locrisk378.2	TempEst	FastTree
39	1990.3328799999999	ZM	ZA	locrisk378.2	TempEst	FastTree
40	1935.9997699999999	ZM	TZ	locrisk378.2	TempEst	FastTree
41	2003.50001	ZM	GE	locrisk378.2	TempEst	FastTree
42	1998.5000199999999	ZM	BW	locrisk378.2	TempEst	FastTree
43	1944.20938	ZM	ZA	locrisk378.2	TempEst	FastTree
44	2014.5000199999999	ZM	SE	locrisk378.2	TempEst	FastTree
45	2008.5983799999999	ZM	MW	locrisk378.2	TempEst	FastTree
46	2009.57124	ZM	SE	locrisk378.2	TempEst	FastTree
47	2001.50001	ZM	TZ	locrisk378.2	TempEst	FastTree
48	2007.68083	ZM	MW	locrisk378.2	TempEst	FastTree
49	1982.6793700000001	ZM	ES	locrisk378.2	TempEst	FastTree
50	2003.83152	ZM	TZ	locrisk378.2	TempEst	FastTree
51	2003.50001	ZM	SE	locrisk378.2	TempEst	FastTree
52	1944.38769	ZM	TZ	locrisk378.2	TempEst	FastTree
53	1946.3119300000001	ZM	BW	locrisk378.2	TempEst	FastTree
54	1941.34159	ZM	ZA	locrisk378.2	TempEst	FastTree
55	1993.5	ZA	MW	locrisk378.2	TempEst	FastTree
56	2008.3657499999999	ZA	MW	locrisk378.2	TempEst	FastTree
57	2008.12193	ZM	MW	locrisk378.2	TempEst	FastTree
58	2008.5765099999999	ZM	MW	locrisk378.2	TempEst	FastTree
59	2003.2479599999999	ZM	ZA	locrisk378.2	TempEst	FastTree
60	2003.97398	ZM	TZ	locrisk378.2	TempEst	FastTree
61	1999.50001	ZM	BW	locrisk378.2	TempEst	FastTree
62	2007.8917899999999	ZM	MW	locrisk378.2	TempEst	FastTree
63	1943.3326999999999	ZM	BW	locrisk378.2	TempEst	FastTree
64	1932.1289999999999	ZM	ZA	locrisk378.2	TempEst	FastTree
65	2010.0233000000001	ZA	ZM	locrisk378.2	TempEst	FastTree
66	2009.50001	ZA	MW	locrisk378.2	TempEst	FastTree
67	1945.7992999999999	ZA	ES	locrisk378.2	TempEst	FastTree
68	2008.50001	ES	NG	locrisk378.2	TempEst	FastTree
69	2010.63426	ZA	NG	locrisk378.2	TempEst	FastTree
70	2008.5000199999999	ZA	MW	locrisk378.2	TempEst	FastTree
71	1940.7323799999999	ZA	MW	locrisk378.2	TempEst	FastTree
72	2005.0273399999999	MW	TZ	locrisk378.2	TempEst	FastTree
73	2014.5000199999999	MW	US	locrisk378.2	TempEst	FastTree
74	2011.5000199999999	MW	ZM	locrisk378.2	TempEst	FastTree
75	1996.50001	ZA	BW	locrisk378.2	TempEst	FastTree
76	1964.7445399999999	ZA	ZM	locrisk378.2	TempEst	FastTree
77	1937.82744	ZA	TZ	locrisk378.2	TempEst	FastTree
78	1996.50001	ZA	BW	locrisk378.2	TempEst	FastTree
79	1944.0087899999999	ZA	IN	locrisk378.2	TempEst	FastTree
80	2014.50001	IN	PK	locrisk378.2	TempEst	FastTree
81	2014.50001	IN	SE	locrisk378.2	TempEst	FastTree
82	2015.76577	IN	BE	locrisk378.2	TempEst	FastTree
83	2012.5000199999999	IN	SE	locrisk378.2	TempEst	FastTree
84	2008.19865	IN	CN	locrisk378.2	TempEst	FastTree
85	1967.8649499999999	IN	NP	locrisk378.2	TempEst	FastTree
86	1993.5000299999999	NP	IN	locrisk378.2	TempEst	FastTree
87	1999.5000299999999	IN	MM	locrisk378.2	TempEst	FastTree
88	1972.2706499999999	IN	CN	locrisk378.2	TempEst	FastTree
89	1936.4158299999999	ZA	ZM	locrisk378.2	TempEst	FastTree
90	1939.5733700000001	ZM	TZ	locrisk378.2	TempEst	FastTree
91	1939.1053099999999	ZM	BW	locrisk378.2	TempEst	FastTree
92	2004.74865	BW	ZA	locrisk378.2	TempEst	FastTree
93	2007.50001	BW	MW	locrisk378.2	TempEst	FastTree
94	1954.0906199999999	BW	ZA	locrisk378.2	TempEst	FastTree
95	2000.5000199999999	ZM	BW	locrisk378.2	TempEst	FastTree
96	1955.7919899999999	ZM	ZA	locrisk378.2	TempEst	FastTree
97	1943.86763	ZM	TZ	locrisk378.2	TempEst	FastTree
98	1947.6343899999999	ZA	MW	locrisk378.2	TempEst	FastTree
99	2001.5000199999999	ZA	DK	locrisk378.2	TempEst	FastTree
100	1998.5000199999999	ZA	BW	locrisk378.2	TempEst	FastTree
101	1987.3971200000001	ZA	ZM	locrisk378.2	TempEst	FastTree
102	2004.43974	ZA	TZ	locrisk378.2	TempEst	FastTree
103	1994.5000199999999	ZA	IN	locrisk378.2	TempEst	FastTree
104	2009.0573899999999	ZA	ZM	locrisk378.2	TempEst	FastTree
105	2010.5000299999999	ZA	DE	locrisk378.2	TempEst	FastTree
106	2006.5000299999999	ZA	SE	locrisk378.2	TempEst	FastTree
107	1999.5000199999999	ZA	BW	locrisk378.2	TempEst	FastTree
108	2000.5000199999999	ZA	KE	locrisk378.2	TempEst	FastTree
109	2009.59043	ZA	BG	locrisk378.2	TempEst	FastTree
110	2007.5000199999999	ZA	ES	locrisk378.2	TempEst	FastTree
111	1948.7265299999999	ZA	MW	locrisk378.2	TempEst	FastTree
112	2014.5000199999999	MW	TH	locrisk378.2	TempEst	FastTree
113	2004.20686	ZA	TZ	locrisk378.2	TempEst	FastTree
114	1989.5000199999999	ZA	SO	locrisk378.2	TempEst	FastTree
115	2011.5000199999999	ZA	SE	locrisk378.2	TempEst	FastTree
116	1990.04945	ZA	ZM	locrisk378.2	TempEst	FastTree
117	2004.3809699999999	ZA	ZM	locrisk378.2	TempEst	FastTree
118	2002.50001	ZA	TZ	locrisk378.2	TempEst	FastTree
119	2016.66122	ZA	BE	locrisk378.2	TempEst	FastTree
120	2012.5000299999999	ZA	SE	locrisk378.2	TempEst	FastTree
1	2001.5	ZM	TZ	locrisk378.3	TempEst	FastTree
2	2003.2479499999999	ZM	ZA	locrisk378.3	TempEst	FastTree
3	2002.5	ZM	TZ	locrisk378.3	TempEst	FastTree
4	2007.66165	ZM	MW	locrisk378.3	TempEst	FastTree
5	1929.26512	ZM	SE	locrisk378.3	TempEst	FastTree
6	2008.50001	SE	ET	locrisk378.3	TempEst	FastTree
7	1998.50001	SE	IL	locrisk378.3	TempEst	FastTree
8	1999.50001	SE	IL	locrisk378.3	TempEst	FastTree
9	1999.50001	SE	IL	locrisk378.3	TempEst	FastTree
10	2005.50001	SE	KE	locrisk378.3	TempEst	FastTree
11	1948.4752799999999	SE	ET	locrisk378.3	TempEst	FastTree
12	1976.47541	ET	US	locrisk378.3	TempEst	FastTree
13	1999.5	SE	IL	locrisk378.3	TempEst	FastTree
14	2008.5	SE	ET	locrisk378.3	TempEst	FastTree
15	1991.5	SE	KE	locrisk378.3	TempEst	FastTree
16	2006.9520599999998	SE	TZ	locrisk378.3	TempEst	FastTree
17	2004.5	SE	KE	locrisk378.3	TempEst	FastTree
18	1965.4090099999999	SE	ZA	locrisk378.3	TempEst	FastTree
19	1954.74649	SE	BR	locrisk378.3	TempEst	FastTree
20	2001.50001	BR	AR	locrisk378.3	TempEst	FastTree
21	2015.5493199999999	BR	ES	locrisk378.3	TempEst	FastTree
22	2001.50001	BR	UY	locrisk378.3	TempEst	FastTree
23	1935.85943	ZM	TZ	locrisk378.3	TempEst	FastTree
24	2003.5	ZM	SE	locrisk378.3	TempEst	FastTree
25	1943.8930399999999	ZM	TZ	locrisk378.3	TempEst	FastTree
26	2008.59836	ZM	MW	locrisk378.3	TempEst	FastTree
27	1980.3159699999999	ZM	ES	locrisk378.3	TempEst	FastTree
28	2007.68083	ZM	MW	locrisk378.3	TempEst	FastTree
29	1944.63472	ZM	SE	locrisk378.3	TempEst	FastTree
30	1996.5	SE	BW	locrisk378.3	TempEst	FastTree
31	2003.5	ZM	GE	locrisk378.3	TempEst	FastTree
32	1933.89141	ZM	ZA	locrisk378.3	TempEst	FastTree
33	2010.0232799999999	ZA	ZM	locrisk378.3	TempEst	FastTree
34	1998.4999799999998	ZA	BW	locrisk378.3	TempEst	FastTree
35	2009.4999899999998	ZA	MW	locrisk378.3	TempEst	FastTree
36	2009.5	ZA	MW	locrisk378.3	TempEst	FastTree
37	1948.87916	ZA	BW	locrisk378.3	TempEst	FastTree
38	1993.4999899999998	ZA	MW	locrisk378.3	TempEst	FastTree
39	2008.3657499999999	ZA	MW	locrisk378.3	TempEst	FastTree
40	2000.50001	ZM	BW	locrisk378.3	TempEst	FastTree
41	1954.40869	ZM	BW	locrisk378.3	TempEst	FastTree
42	1990.3328799999999	ZM	ZA	locrisk378.3	TempEst	FastTree
43	2004.5	ZM	KE	locrisk378.3	TempEst	FastTree
44	2006.0287699999999	ZM	TZ	locrisk378.3	TempEst	FastTree
45	1990.5	ZM	SN	locrisk378.3	TempEst	FastTree
46	1996.5	ZM	SN	locrisk378.3	TempEst	FastTree
47	2008.50001	ZM	MW	locrisk378.3	TempEst	FastTree
48	1944.1133499999999	ZM	SE	locrisk378.3	TempEst	FastTree
49	2008.5000199999999	SE	ET	locrisk378.3	TempEst	FastTree
50	2008.5000199999999	SE	ET	locrisk378.3	TempEst	FastTree
51	1999.5000199999999	SE	IL	locrisk378.3	TempEst	FastTree
52	2002.50001	SE	YE	locrisk378.3	TempEst	FastTree
53	1934.58169	ZM	TZ	locrisk378.3	TempEst	FastTree
54	2008.1219099999998	ZM	MW	locrisk378.3	TempEst	FastTree
55	2008.5764899999999	ZM	MW	locrisk378.3	TempEst	FastTree
56	2015.6643799999999	ZM	ZA	locrisk378.3	TempEst	FastTree
57	2005.2650199999998	ZM	TZ	locrisk378.3	TempEst	FastTree
58	2012.4999899999998	ZM	SE	locrisk378.3	TempEst	FastTree
59	1982.3280299999999	ZM	MW	locrisk378.3	TempEst	FastTree
60	1999.4999899999998	ZM	BW	locrisk378.3	TempEst	FastTree
61	2009.4999899999998	ZM	MW	locrisk378.3	TempEst	FastTree
62	2003.97397	ZM	TZ	locrisk378.3	TempEst	FastTree
63	1939.1418899999999	ZM	MW	locrisk378.3	TempEst	FastTree
64	1999.4999899999998	MW	BW	locrisk378.3	TempEst	FastTree
65	1936.0283199999999	ZM	ZA	locrisk378.3	TempEst	FastTree
66	2011.5	ZA	ZM	locrisk378.3	TempEst	FastTree
67	2014.5	ZA	US	locrisk378.3	TempEst	FastTree
68	2010.6862999999998	ZA	ZM	locrisk378.3	TempEst	FastTree
69	2000.8626099999999	ZA	ES	locrisk378.3	TempEst	FastTree
70	2008.4999899999998	ES	NG	locrisk378.3	TempEst	FastTree
71	1997.1982899999998	ZA	ES	locrisk378.3	TempEst	FastTree
72	2016.6611899999998	ZA	BE	locrisk378.3	TempEst	FastTree
73	2012.4999799999998	ZA	SE	locrisk378.3	TempEst	FastTree
74	1946.0079099999998	ZA	TZ	locrisk378.3	TempEst	FastTree
75	2007.4999899999998	ZA	MW	locrisk378.3	TempEst	FastTree
76	1996.4999899999998	ZA	BW	locrisk378.3	TempEst	FastTree
77	2002.5	ZA	TZ	locrisk378.3	TempEst	FastTree
78	2011.5	ZA	SE	locrisk378.3	TempEst	FastTree
79	1950.5974999999999	ZA	ZM	locrisk378.3	TempEst	FastTree
80	1948.6588499999998	ZA	BW	locrisk378.3	TempEst	FastTree
81	2000.4999899999998	BW	KE	locrisk378.3	TempEst	FastTree
82	2004.20685	ZA	TZ	locrisk378.3	TempEst	FastTree
83	1956.2592099999999	ZA	SO	locrisk378.3	TempEst	FastTree
84	2011.5	SO	SE	locrisk378.3	TempEst	FastTree
85	2007.5	ZA	ES	locrisk378.3	TempEst	FastTree
86	2014.5	ZA	TH	locrisk378.3	TempEst	FastTree
87	2009.5904099999998	ZA	BG	locrisk378.3	TempEst	FastTree
88	2000.5	ZA	BW	locrisk378.3	TempEst	FastTree
89	1954.9006899999999	ZA	MW	locrisk378.3	TempEst	FastTree
90	2001.4999899999998	ZA	DK	locrisk378.3	TempEst	FastTree
91	1998.4999899999998	ZA	BW	locrisk378.3	TempEst	FastTree
92	1988.62862	ZA	ZM	locrisk378.3	TempEst	FastTree
93	2009.0573599999998	ZA	ZM	locrisk378.3	TempEst	FastTree
94	2004.4397099999999	ZA	TZ	locrisk378.3	TempEst	FastTree
95	1994.4999799999998	ZA	IN	locrisk378.3	TempEst	FastTree
96	2010.4999799999998	ZA	DE	locrisk378.3	TempEst	FastTree
97	2006.4999799999998	ZA	SE	locrisk378.3	TempEst	FastTree
98	1939.69264	ZA	TZ	locrisk378.3	TempEst	FastTree
99	1944.7007999999998	TZ	BW	locrisk378.3	TempEst	FastTree
100	1942.29953	TZ	ZM	locrisk378.3	TempEst	FastTree
101	2001.4999899999998	ZM	ZA	locrisk378.3	TempEst	FastTree
102	1946.7202199999999	ZM	TZ	locrisk378.3	TempEst	FastTree
103	1996.4999899999998	ZA	BW	locrisk378.3	TempEst	FastTree
104	2009.5	ZA	MW	locrisk378.3	TempEst	FastTree
105	2005.0273199999999	ZA	TZ	locrisk378.3	TempEst	FastTree
106	2008.5	ZA	MW	locrisk378.3	TempEst	FastTree
107	2010.6342499999998	ZA	NG	locrisk378.3	TempEst	FastTree
108	1996.5	ZA	BW	locrisk378.3	TempEst	FastTree
109	1967.4210699999999	ZA	ZM	locrisk378.3	TempEst	FastTree
110	1949.67958	ZA	IN	locrisk378.3	TempEst	FastTree
111	2014.5	IN	PK	locrisk378.3	TempEst	FastTree
112	2014.5	IN	SE	locrisk378.3	TempEst	FastTree
113	2015.76575	IN	BE	locrisk378.3	TempEst	FastTree
114	1965.7394499999998	IN	NP	locrisk378.3	TempEst	FastTree
115	1993.4999899999998	NP	IN	locrisk378.3	TempEst	FastTree
116	1966.5325399999999	IN	CN	locrisk378.3	TempEst	FastTree
117	2012.50001	CN	SE	locrisk378.3	TempEst	FastTree
118	1999.50001	CN	MM	locrisk378.3	TempEst	FastTree
1	2001.50001	ZM	TZ	locrisk468.1	TempEst	FastTree
2	2003.2479600000001	ZM	ZA	locrisk468.1	TempEst	FastTree
3	2002.50001	ZM	TZ	locrisk468.1	TempEst	FastTree
4	2007.66165	ZM	MW	locrisk468.1	TempEst	FastTree
5	1923.1538600000001	ZM	SE	locrisk468.1	TempEst	FastTree
6	1998.50001	SE	IL	locrisk468.1	TempEst	FastTree
7	2008.50001	SE	ET	locrisk468.1	TempEst	FastTree
8	1999.50001	SE	IL	locrisk468.1	TempEst	FastTree
9	1999.50001	SE	IL	locrisk468.1	TempEst	FastTree
10	2008.50001	SE	ET	locrisk468.1	TempEst	FastTree
11	2005.5	SE	KE	locrisk468.1	TempEst	FastTree
12	1943.8973000000001	SE	ET	locrisk468.1	TempEst	FastTree
13	1972.3448000000001	ET	US	locrisk468.1	TempEst	FastTree
14	1999.5	SE	IL	locrisk468.1	TempEst	FastTree
15	2008.50001	SE	ET	locrisk468.1	TempEst	FastTree
16	2004.5000199999999	SE	KE	locrisk468.1	TempEst	FastTree
17	1944.9265400000002	SE	TZ	locrisk468.1	TempEst	FastTree
18	1991.50001	TZ	KE	locrisk468.1	TempEst	FastTree
19	1960.4179000000001	SE	ZA	locrisk468.1	TempEst	FastTree
20	1947.37851	SE	BR	locrisk468.1	TempEst	FastTree
21	2001.5	BR	AR	locrisk468.1	TempEst	FastTree
22	2015.5493200000001	BR	ES	locrisk468.1	TempEst	FastTree
23	2001.50001	BR	UY	locrisk468.1	TempEst	FastTree
24	1998.50001	ZM	ZA	locrisk468.1	TempEst	FastTree
25	1935.2094300000001	ZM	BW	locrisk468.1	TempEst	FastTree
26	2003.5000199999999	BW	ZM	locrisk468.1	TempEst	FastTree
27	1990.3328900000001	BW	ZA	locrisk468.1	TempEst	FastTree
28	2000.50001	ZM	BW	locrisk468.1	TempEst	FastTree
29	2015.6644000000001	ZM	ZA	locrisk468.1	TempEst	FastTree
30	2006.0287700000001	ZM	TZ	locrisk468.1	TempEst	FastTree
31	2004.5	ZM	KE	locrisk468.1	TempEst	FastTree
32	1990.49999	ZM	SN	locrisk468.1	TempEst	FastTree
33	1996.49999	ZM	SN	locrisk468.1	TempEst	FastTree
34	2008.50001	ZM	MW	locrisk468.1	TempEst	FastTree
35	1938.24413	ZM	SE	locrisk468.1	TempEst	FastTree
36	2008.50001	SE	ET	locrisk468.1	TempEst	FastTree
37	1999.5	SE	IL	locrisk468.1	TempEst	FastTree
38	2002.5	SE	YE	locrisk468.1	TempEst	FastTree
39	2008.5	SE	ET	locrisk468.1	TempEst	FastTree
40	2008.5	SE	ET	locrisk468.1	TempEst	FastTree
41	1999.50001	ZM	ZA	locrisk468.1	TempEst	FastTree
42	1972.9124100000001	ZM	ES	locrisk468.1	TempEst	FastTree
43	2014.5000199999999	ZM	SE	locrisk468.1	TempEst	FastTree
44	1996.5000199999999	ZM	BW	locrisk468.1	TempEst	FastTree
45	2009.57125	ZM	SE	locrisk468.1	TempEst	FastTree
46	1981.47163	ZM	MW	locrisk468.1	TempEst	FastTree
47	1927.1950900000002	ZM	TZ	locrisk468.1	TempEst	FastTree
48	2007.62877	TZ	ZM	locrisk468.1	TempEst	FastTree
49	1940.6809700000001	TZ	ZM	locrisk468.1	TempEst	FastTree
50	2003.5	ZM	SE	locrisk468.1	TempEst	FastTree
51	1985.83826	ZM	MW	locrisk468.1	TempEst	FastTree
52	1975.56114	ZM	TZ	locrisk468.1	TempEst	FastTree
53	2003.50001	ZM	GE	locrisk468.1	TempEst	FastTree
54	2008.12193	ZM	MW	locrisk468.1	TempEst	FastTree
55	2008.5765200000001	ZM	MW	locrisk468.1	TempEst	FastTree
56	2009.5	ZM	MW	locrisk468.1	TempEst	FastTree
57	2012.50001	ZM	ZA	locrisk468.1	TempEst	FastTree
58	2010.6342500000001	ZM	NG	locrisk468.1	TempEst	FastTree
59	1999.5	ZM	BW	locrisk468.1	TempEst	FastTree
60	2003.97398	ZM	TZ	locrisk468.1	TempEst	FastTree
61	1928.08809	ZM	ZA	locrisk468.1	TempEst	FastTree
62	1998.5	ZA	BW	locrisk468.1	TempEst	FastTree
63	1996.5	ZA	BW	locrisk468.1	TempEst	FastTree
64	2001.49999	ZA	TZ	locrisk468.1	TempEst	FastTree
65	2009.50001	ZA	MW	locrisk468.1	TempEst	FastTree
66	1955.74854	ZA	BW	locrisk468.1	TempEst	FastTree
67	1993.50001	ZA	MW	locrisk468.1	TempEst	FastTree
68	2008.3657600000001	ZA	MW	locrisk468.1	TempEst	FastTree
69	2000.5	ZA	BW	locrisk468.1	TempEst	FastTree
70	1939.1598300000001	ZA	MW	locrisk468.1	TempEst	FastTree
71	1998.5	ZA	BW	locrisk468.1	TempEst	FastTree
72	2009.49999	ZA	MW	locrisk468.1	TempEst	FastTree
73	2007.49999	ZA	ES	locrisk468.1	TempEst	FastTree
74	2014.49999	ZA	TH	locrisk468.1	TempEst	FastTree
75	2009.5904	ZA	BG	locrisk468.1	TempEst	FastTree
76	2007.9137000000001	ZA	MW	locrisk468.1	TempEst	FastTree
77	2008.9863400000002	ZA	MW	locrisk468.1	TempEst	FastTree
78	1938.0019600000001	ZA	ES	locrisk468.1	TempEst	FastTree
79	2008.5	ES	NG	locrisk468.1	TempEst	FastTree
80	2007.50001	ZA	MW	locrisk468.1	TempEst	FastTree
81	1996.50001	ZA	BW	locrisk468.1	TempEst	FastTree
82	1952.9711400000001	ZA	BW	locrisk468.1	TempEst	FastTree
83	1933.1282700000002	ZA	ZM	locrisk468.1	TempEst	FastTree
84	2014.50001	ZM	US	locrisk468.1	TempEst	FastTree
85	2005.26502	ZM	TZ	locrisk468.1	TempEst	FastTree
86	2012.49999	ZM	SE	locrisk468.1	TempEst	FastTree
87	1985.4977000000001	ZM	MW	locrisk468.1	TempEst	FastTree
88	1958.6243200000001	ZA	TZ	locrisk468.1	TempEst	FastTree
89	2016.66122	ZA	BE	locrisk468.1	TempEst	FastTree
90	2002.5000200000002	ZA	TZ	locrisk468.1	TempEst	FastTree
91	2011.5000200000002	ZA	SE	locrisk468.1	TempEst	FastTree
92	2012.50001	ZA	SE	locrisk468.1	TempEst	FastTree
93	1996.50001	ZA	BW	locrisk468.1	TempEst	FastTree
94	1959.88815	ZA	ZM	locrisk468.1	TempEst	FastTree
95	2009.0573900000002	ZA	ZM	locrisk468.1	TempEst	FastTree
96	1994.5000199999999	ZA	IN	locrisk468.1	TempEst	FastTree
97	1998.5000199999999	ZA	BW	locrisk468.1	TempEst	FastTree
98	2010.50001	ZA	DE	locrisk468.1	TempEst	FastTree
99	2006.50001	ZA	SE	locrisk468.1	TempEst	FastTree
100	1932.2201300000002	ZA	TZ	locrisk468.1	TempEst	FastTree
101	1996.5	TZ	BW	locrisk468.1	TempEst	FastTree
102	2002.50001	TZ	ZM	locrisk468.1	TempEst	FastTree
103	1938.07764	TZ	ZA	locrisk468.1	TempEst	FastTree
104	2009.5000100000002	ZA	MW	locrisk468.1	TempEst	FastTree
105	2008.7705000000001	ZA	MW	locrisk468.1	TempEst	FastTree
106	2008.50001	ZA	MW	locrisk468.1	TempEst	FastTree
107	1999.5	TZ	BW	locrisk468.1	TempEst	FastTree
108	2007.8917800000002	TZ	MW	locrisk468.1	TempEst	FastTree
109	1989.50001	TZ	ZM	locrisk468.1	TempEst	FastTree
110	1996.50001	TZ	ZM	locrisk468.1	TempEst	FastTree
111	1953.8717100000001	TZ	ZA	locrisk468.1	TempEst	FastTree
112	1939.43229	TZ	BW	locrisk468.1	TempEst	FastTree
113	2000.5000199999999	BW	ZA	locrisk468.1	TempEst	FastTree
114	2001.5000199999999	TZ	DK	locrisk468.1	TempEst	FastTree
115	1983.73442	TZ	ZM	locrisk468.1	TempEst	FastTree
116	1989.50001	TZ	SO	locrisk468.1	TempEst	FastTree
117	1946.68984	TZ	BW	locrisk468.1	TempEst	FastTree
118	2000.50001	BW	KE	locrisk468.1	TempEst	FastTree
119	1940.8323300000002	TZ	ZM	locrisk468.1	TempEst	FastTree
120	1999.50001	ZM	ZA	locrisk468.1	TempEst	FastTree
121	1936.7911000000001	TZ	ZA	locrisk468.1	TempEst	FastTree
122	1996.5	ZA	BW	locrisk468.1	TempEst	FastTree
123	1942.84537	ZA	IN	locrisk468.1	TempEst	FastTree
124	2014.5	IN	PK	locrisk468.1	TempEst	FastTree
125	2014.5	IN	SE	locrisk468.1	TempEst	FastTree
126	2015.76575	IN	BE	locrisk468.1	TempEst	FastTree
127	2012.5	IN	SE	locrisk468.1	TempEst	FastTree
128	1999.5	IN	MM	locrisk468.1	TempEst	FastTree
129	1970.9825900000001	IN	CN	locrisk468.1	TempEst	FastTree
130	2008.1986300000001	IN	CN	locrisk468.1	TempEst	FastTree
131	1967.1684	IN	NP	locrisk468.1	TempEst	FastTree
132	1993.5000100000002	NP	IN	locrisk468.1	TempEst	FastTree
1	1926.6194599999999	ZA	MW	locrisk468.2	TempEst	FastTree
2	2002.49999	MW	TZ	locrisk468.2	TempEst	FastTree
3	1931.14465	MW	ZM	locrisk468.2	TempEst	FastTree
4	1939.6399799999999	ZM	TZ	locrisk468.2	TempEst	FastTree
5	2003.83152	ZM	TZ	locrisk468.2	TempEst	FastTree
6	2004.43974	ZM	TZ	locrisk468.2	TempEst	FastTree
7	2003.5000199999999	ZM	SE	locrisk468.2	TempEst	FastTree
8	1942.55231	ZM	TZ	locrisk468.2	TempEst	FastTree
9	2003.5	ZM	GE	locrisk468.2	TempEst	FastTree
10	1998.5	ZM	BW	locrisk468.2	TempEst	FastTree
11	2013.5	ZM	ZA	locrisk468.2	TempEst	FastTree
12	1987.6408899999999	ZM	MW	locrisk468.2	TempEst	FastTree
13	1977.4086199999999	ZM	TZ	locrisk468.2	TempEst	FastTree
14	1999.50001	ZM	ZA	locrisk468.2	TempEst	FastTree
15	2014.50001	ZM	SE	locrisk468.2	TempEst	FastTree
16	1996.50001	ZM	BW	locrisk468.2	TempEst	FastTree
17	2009.57124	ZM	SE	locrisk468.2	TempEst	FastTree
18	1986.36105	ZM	MW	locrisk468.2	TempEst	FastTree
19	1979.24351	ZM	ES	locrisk468.2	TempEst	FastTree
20	1939.05231	ZM	ZA	locrisk468.2	TempEst	FastTree
21	2009.5000199999999	ZA	MW	locrisk468.2	TempEst	FastTree
22	1993.50001	ZA	MW	locrisk468.2	TempEst	FastTree
23	2008.3657599999999	ZA	MW	locrisk468.2	TempEst	FastTree
24	1952.2230099999999	ZA	BW	locrisk468.2	TempEst	FastTree
25	2001.5	ZM	TZ	locrisk468.2	TempEst	FastTree
26	1943.473	ZM	BW	locrisk468.2	TempEst	FastTree
27	1998.5	BW	ZA	locrisk468.2	TempEst	FastTree
28	2003.50001	BW	ZM	locrisk468.2	TempEst	FastTree
29	1990.3328799999999	BW	ZA	locrisk468.2	TempEst	FastTree
30	2000.5	ZM	BW	locrisk468.2	TempEst	FastTree
31	2015.6643799999999	ZM	ZA	locrisk468.2	TempEst	FastTree
32	2004.50001	ZM	KE	locrisk468.2	TempEst	FastTree
33	2006.0287699999999	ZM	TZ	locrisk468.2	TempEst	FastTree
