dataset	dpt	mlt	trait	location	Export	Import	SSS
locrisk378.1	TreeTime	IQ-TREE	risk6	SM	1	4	-0.6
locrisk378.1	TreeTime	PhyML	continent	Africa	28	3	0.8064516129032258
locrisk378.1	TreeTime	PhyML	continent	Americas	1	3	-0.5
locrisk378.1	TreeTime	PhyML	continent	Asia	3	9	-0.5
locrisk378.1	TreeTime	PhyML	continent	Europe	8	25	-0.5151515151515151
locrisk378.1	TreeTime	PhyML	country	AR	0	1	-1
locrisk378.1	TreeTime	PhyML	country	BE	0	2	-1
locrisk378.1	TreeTime	PhyML	country	BG	0	1	-1
locrisk378.1	TreeTime	PhyML	country	BR	3	1	0.5
locrisk378.1	TreeTime	PhyML	country	BW	1	14	-0.8666666666666667
locrisk378.1	TreeTime	PhyML	country	CN	2	1	0.3333333333333333
locrisk378.1	TreeTime	PhyML	country	DE	0	1	-1
locrisk378.1	TreeTime	PhyML	country	DK	0	1	-1
locrisk378.1	TreeTime	PhyML	country	ES	1	5	-0.6666666666666666
locrisk378.1	TreeTime	PhyML	country	ET	1	5	-0.6666666666666666
locrisk378.1	TreeTime	PhyML	country	GE	0	1	-1
locrisk378.1	TreeTime	PhyML	country	IL	0	5	-1
locrisk378.1	TreeTime	PhyML	country	IN	5	3	0.25
locrisk378.1	TreeTime	PhyML	country	KE	0	5	-1
locrisk378.1	TreeTime	PhyML	country	MM	0	1	-1
locrisk378.1	TreeTime	PhyML	country	MW	0	17	-1
locrisk378.1	TreeTime	PhyML	country	NG	0	2	-1
locrisk378.1	TreeTime	PhyML	country	NP	1	1	0
locrisk378.1	TreeTime	PhyML	country	PK	0	1	-1
locrisk378.1	TreeTime	PhyML	country	SE	18	12	0.2
locrisk378.1	TreeTime	PhyML	country	SN	0	1	-1
locrisk378.1	TreeTime	PhyML	country	SO	1	1	0
locrisk378.1	TreeTime	PhyML	country	TH	0	1	-1
locrisk378.1	TreeTime	PhyML	country	TZ	4	16	-0.6
locrisk378.1	TreeTime	PhyML	country	US	0	2	-1
locrisk378.1	TreeTime	PhyML	country	UY	0	1	-1
locrisk378.1	TreeTime	PhyML	country	YE	0	1	-1
locrisk378.1	TreeTime	PhyML	country	ZA	39	12	0.5294117647058824
locrisk378.1	TreeTime	PhyML	country	ZM	46	7	0.7358490566037735
locrisk378.1	TreeTime	PhyML	region	Eastern Africa	50	11	0.639344262295082
locrisk378.1	TreeTime	PhyML	region	Eastern Asia	2	1	0.3333333333333333
locrisk378.1	TreeTime	PhyML	region	Eastern Europe	0	1	-1
locrisk378.1	TreeTime	PhyML	region	Northern America	0	2	-1
locrisk378.1	TreeTime	PhyML	region	Northern Europe	9	17	-0.3076923076923077
locrisk378.1	TreeTime	PhyML	region	South	0	2	-1
locrisk378.1	TreeTime	PhyML	region	South America	1	1	0
locrisk378.1	TreeTime	PhyML	region	Southern Africa	18	29	-0.23404255319148937
locrisk378.1	TreeTime	PhyML	region	Southern Asia	3	2	0.2
locrisk378.1	TreeTime	PhyML	region	Southern Europe	1	5	-0.6666666666666666
locrisk378.1	TreeTime	PhyML	region	Western Africa	0	3	-1
locrisk378.1	TreeTime	PhyML	region	Western Asia	0	7	-1
locrisk378.1	TreeTime	PhyML	region	Western Europe	0	3	-1
locrisk378.1	TreeTime	PhyML	risk4	OT	1	174	-0.9885714285714285
locrisk378.1	TreeTime	PhyML	risk4	PI	4	2	0.3333333333333333
locrisk378.1	TreeTime	PhyML	risk4	SH	176	2	0.9775280898876404
locrisk378.1	TreeTime	PhyML	risk4	SM	1	4	-0.6
locrisk378.1	TreeTime	PhyML	risk5	MB	0	4	-1
locrisk378.1	TreeTime	PhyML	risk5	OT	1	167	-0.9880952380952381
locrisk378.1	TreeTime	PhyML	risk5	PI	4	2	0.3333333333333333
locrisk378.1	TreeTime	PhyML	risk5	SH	173	2	0.9771428571428571
locrisk378.1	TreeTime	PhyML	risk5	SM	1	4	-0.6
locrisk378.1	TreeTime	PhyML	risk6	MB	0	4	-1
locrisk378.1	TreeTime	PhyML	risk6	NR	3	160	-0.9631901840490797
locrisk378.1	TreeTime	PhyML	risk6	OT	3	17	-0.7
locrisk378.1	TreeTime	PhyML	risk6	PI	4	2	0.3333333333333333
locrisk378.1	TreeTime	PhyML	risk6	SH	178	2	0.9777777777777777
locrisk378.1	TreeTime	PhyML	risk6	SM	1	4	-0.6
locrisk378.1	TreeTime	RAxML-NG	continent	Africa	24	6	0.6
locrisk378.1	TreeTime	RAxML-NG	continent	Americas	1	3	-0.5
locrisk378.1	TreeTime	RAxML-NG	continent	Asia	2	9	-0.6363636363636364
locrisk378.1	TreeTime	RAxML-NG	continent	Europe	12	21	-0.2727272727272727
locrisk378.1	TreeTime	RAxML-NG	country	AR	0	1	-1
locrisk378.1	TreeTime	RAxML-NG	country	BE	0	2	-1
locrisk378.1	TreeTime	RAxML-NG	country	BG	0	1	-1
locrisk378.1	TreeTime	RAxML-NG	country	BR	3	1	0.5
locrisk378.1	TreeTime	RAxML-NG	country	BW	1	14	-0.8666666666666667
locrisk378.1	TreeTime	RAxML-NG	country	CN	2	1	0.3333333333333333
locrisk378.1	TreeTime	RAxML-NG	country	DE	0	1	-1
locrisk378.1	TreeTime	RAxML-NG	country	DK	0	1	-1
locrisk378.1	TreeTime	RAxML-NG	country	ES	1	5	-0.6666666666666666
locrisk378.1	TreeTime	RAxML-NG	country	ET	1	5	-0.6666666666666666
locrisk378.1	TreeTime	RAxML-NG	country	GE	0	1	-1
locrisk378.1	TreeTime	RAxML-NG	country	IL	0	5	-1
locrisk378.1	TreeTime	RAxML-NG	country	IN	5	3	0.25
locrisk378.1	TreeTime	RAxML-NG	country	KE	1	5	-0.6666666666666666
locrisk378.1	TreeTime	RAxML-NG	country	MM	0	1	-1
locrisk378.1	TreeTime	RAxML-NG	country	MW	0	17	-1
locrisk378.1	TreeTime	RAxML-NG	country	NG	0	2	-1
locrisk378.1	TreeTime	RAxML-NG	country	NP	1	1	0
locrisk378.1	TreeTime	RAxML-NG	country	PK	0	1	-1
locrisk378.1	TreeTime	RAxML-NG	country	SE	18	12	0.2
locrisk378.1	TreeTime	RAxML-NG	country	SN	0	1	-1
locrisk378.1	TreeTime	RAxML-NG	country	SO	1	1	0
locrisk378.1	TreeTime	RAxML-NG	country	TH	0	1	-1
locrisk378.1	TreeTime	RAxML-NG	country	TZ	0	19	-1
locrisk378.1	TreeTime	RAxML-NG	country	US	0	2	-1
locrisk378.1	TreeTime	RAxML-NG	country	UY	0	1	-1
locrisk378.1	TreeTime	RAxML-NG	country	YE	0	1	-1
locrisk378.1	TreeTime	RAxML-NG	country	ZA	42	10	0.6153846153846154
locrisk378.1	TreeTime	RAxML-NG	country	ZM	46	6	0.7692307692307693
locrisk378.1	TreeTime	RAxML-NG	region	Eastern Africa	35	18	0.32075471698113206
locrisk378.1	TreeTime	RAxML-NG	region	Eastern Asia	2	1	0.3333333333333333
locrisk378.1	TreeTime	RAxML-NG	region	Eastern Europe	0	1	-1
locrisk378.1	TreeTime	RAxML-NG	region	Northern America	0	2	-1
locrisk378.1	TreeTime	RAxML-NG	region	Northern Europe	15	13	0.07142857142857142
locrisk378.1	TreeTime	RAxML-NG	region	South	0	2	-1
locrisk378.1	TreeTime	RAxML-NG	region	South America	1	1	0
locrisk378.1	TreeTime	RAxML-NG	region	Southern Africa	24	23	0.02127659574468085
locrisk378.1	TreeTime	RAxML-NG	region	Southern Asia	3	2	0.2
locrisk378.1	TreeTime	RAxML-NG	region	Southern Europe	1	5	-0.6666666666666666
locrisk378.1	TreeTime	RAxML-NG	region	Western Africa	0	3	-1
locrisk378.1	TreeTime	RAxML-NG	region	Western Asia	0	7	-1
locrisk378.1	TreeTime	RAxML-NG	region	Western Europe	0	3	-1
locrisk378.1	TreeTime	RAxML-NG	risk4	OT	1	172	-0.9884393063583815
locrisk378.1	TreeTime	RAxML-NG	risk4	PI	4	2	0.3333333333333333
locrisk378.1	TreeTime	RAxML-NG	risk4	SH	174	2	0.9772727272727273
locrisk378.1	TreeTime	RAxML-NG	risk4	SM	1	4	-0.6
locrisk378.1	TreeTime	RAxML-NG	risk5	MB	0	4	-1
locrisk378.1	TreeTime	RAxML-NG	risk5	OT	1	167	-0.9880952380952381
locrisk378.1	TreeTime	RAxML-NG	risk5	PI	4	2	0.3333333333333333
locrisk378.1	TreeTime	RAxML-NG	risk5	SH	173	2	0.9771428571428571
locrisk378.1	TreeTime	RAxML-NG	risk5	SM	1	4	-0.6
locrisk378.1	TreeTime	RAxML-NG	risk6	MB	0	4	-1
locrisk378.1	TreeTime	RAxML-NG	risk6	NR	3	159	-0.9629629629629629
locrisk378.1	TreeTime	RAxML-NG	risk6	OT	2	17	-0.7894736842105263
locrisk378.1	TreeTime	RAxML-NG	risk6	PI	4	2	0.3333333333333333
locrisk378.1	TreeTime	RAxML-NG	risk6	SH	178	2	0.9777777777777777
locrisk378.1	TreeTime	RAxML-NG	risk6	SM	1	4	-0.6
locrisk378.1	treedater	FastTree	continent	Africa	25	5	0.6666666666666666
locrisk378.1	treedater	FastTree	continent	Americas	1	3	-0.5
locrisk378.1	treedater	FastTree	continent	Asia	3	9	-0.5
locrisk378.1	treedater	FastTree	continent	Europe	11	23	-0.35294117647058826
locrisk378.1	treedater	FastTree	country	AR	0	1	-1
locrisk378.1	treedater	FastTree	country	BE	0	2	-1
locrisk378.1	treedater	FastTree	country	BG	0	1	-1
locrisk378.1	treedater	FastTree	country	BR	4	1	0.6
locrisk378.1	treedater	FastTree	country	BW	19	10	0.3103448275862069
locrisk378.1	treedater	FastTree	country	CN	0	2	-1
locrisk378.1	treedater	FastTree	country	DE	0	1	-1
locrisk378.1	treedater	FastTree	country	DK	0	1	-1
locrisk378.1	treedater	FastTree	country	ES	1	5	-0.6666666666666666
locrisk378.1	treedater	FastTree	country	ET	1	5	-0.6666666666666666
locrisk378.1	treedater	FastTree	country	GE	0	1	-1
locrisk378.1	treedater	FastTree	country	IL	0	5	-1
locrisk378.1	treedater	FastTree	country	IN	8	3	0.45454545454545453
locrisk378.1	treedater	FastTree	country	KE	1	5	-0.6666666666666666
locrisk378.1	treedater	FastTree	country	MM	0	1	-1
locrisk378.1	treedater	FastTree	country	MW	0	16	-1
locrisk378.1	treedater	FastTree	country	NG	0	2	-1
locrisk378.1	treedater	FastTree	country	NP	1	1	0
locrisk378.1	treedater	FastTree	country	PK	0	1	-1
locrisk378.1	treedater	FastTree	country	SE	15	13	0.07142857142857142
locrisk378.1	treedater	FastTree	country	SN	0	1	-1
locrisk378.1	treedater	FastTree	country	SO	1	1	0
locrisk378.1	treedater	FastTree	country	TH	0	1	-1
locrisk378.1	treedater	FastTree	country	TZ	0	20	-1
locrisk378.1	treedater	FastTree	country	US	0	2	-1
locrisk378.1	treedater	FastTree	country	UY	0	1	-1
locrisk378.1	treedater	FastTree	country	YE	0	1	-1
locrisk378.1	treedater	FastTree	country	ZA	18	22	-0.1
locrisk378.1	treedater	FastTree	country	ZM	62	5	0.8507462686567164
locrisk378.1	treedater	FastTree	region	Eastern Africa	34	27	0.11475409836065574
locrisk378.1	treedater	FastTree	region	Eastern Asia	1	2	-0.3333333333333333
locrisk378.1	treedater	FastTree	region	Eastern Europe	0	1	-1
locrisk378.1	treedater	FastTree	region	Northern America	0	2	-1
locrisk378.1	treedater	FastTree	region	Northern Europe	10	15	-0.2
locrisk378.1	treedater	FastTree	region	South	0	2	-1
locrisk378.1	treedater	FastTree	region	South America	1	1	0
locrisk378.1	treedater	FastTree	region	Southern Africa	35	19	0.2962962962962963
locrisk378.1	treedater	FastTree	region	Southern Asia	5	2	0.42857142857142855
locrisk378.1	treedater	FastTree	region	Southern Europe	1	4	-0.6
locrisk378.1	treedater	FastTree	region	Western Africa	0	3	-1
locrisk378.1	treedater	FastTree	region	Western Asia	0	6	-1
locrisk378.1	treedater	FastTree	region	Western Europe	0	3	-1
locrisk378.1	treedater	FastTree	risk4	OT	1	171	-0.9883720930232558
locrisk378.1	treedater	FastTree	risk4	PI	2	2	0
locrisk378.1	treedater	FastTree	risk4	SH	175	2	0.9774011299435028
locrisk378.1	treedater	FastTree	risk4	SM	1	4	-0.6
locrisk378.1	treedater	FastTree	risk5	MB	0	5	-1
locrisk378.1	treedater	FastTree	risk5	OT	1	165	-0.9879518072289156
locrisk378.1	treedater	FastTree	risk5	PI	2	2	0
locrisk378.1	treedater	FastTree	risk5	SH	174	2	0.9772727272727273
locrisk378.1	treedater	FastTree	risk5	SM	1	4	-0.6
locrisk378.1	treedater	FastTree	risk6	MB	0	5	-1
locrisk378.1	treedater	FastTree	risk6	NR	3	156	-0.9622641509433962
locrisk378.1	treedater	FastTree	risk6	OT	1	17	-0.8888888888888888
locrisk378.1	treedater	FastTree	risk6	PI	2	2	0
locrisk378.1	treedater	FastTree	risk6	SH	179	2	0.9779005524861878
locrisk378.1	treedater	FastTree	risk6	SM	1	4	-0.6
locrisk378.1	treedater	IQ-TREE	continent	Africa	28	5	0.696969696969697
locrisk378.1	treedater	IQ-TREE	continent	Americas	1	3	-0.5
locrisk378.1	treedater	IQ-TREE	continent	Asia	3	9	-0.5
locrisk378.1	treedater	IQ-TREE	continent	Europe	10	25	-0.42857142857142855
locrisk378.1	treedater	IQ-TREE	country	AR	0	1	-1
locrisk378.1	treedater	IQ-TREE	country	BE	0	2	-1
locrisk378.1	treedater	IQ-TREE	country	BG	0	1	-1
locrisk378.1	treedater	IQ-TREE	country	BR	3	1	0.5
locrisk378.1	treedater	IQ-TREE	country	BW	2	13	-0.7333333333333333
locrisk378.1	treedater	IQ-TREE	country	CN	2	1	0.3333333333333333
locrisk378.1	treedater	IQ-TREE	country	DE	0	1	-1
locrisk378.1	treedater	IQ-TREE	country	DK	0	1	-1
locrisk378.1	treedater	IQ-TREE	country	ES	1	5	-0.6666666666666666
locrisk378.1	treedater	IQ-TREE	country	ET	1	5	-0.6666666666666666
locrisk378.1	treedater	IQ-TREE	country	GE	0	1	-1
locrisk378.1	treedater	IQ-TREE	country	IL	0	5	-1
locrisk378.1	treedater	IQ-TREE	country	IN	5	3	0.25
locrisk378.1	treedater	IQ-TREE	country	KE	0	5	-1
locrisk378.1	treedater	IQ-TREE	country	MM	0	1	-1
locrisk378.1	treedater	IQ-TREE	country	MW	0	19	-1
locrisk378.1	treedater	IQ-TREE	country	NG	0	2	-1
locrisk378.1	treedater	IQ-TREE	country	NP	1	1	0
locrisk378.1	treedater	IQ-TREE	country	PK	0	1	-1
locrisk378.1	treedater	IQ-TREE	country	SE	18	12	0.2
locrisk378.1	treedater	IQ-TREE	country	SN	0	1	-1
locrisk378.1	treedater	IQ-TREE	country	SO	1	1	0
locrisk378.1	treedater	IQ-TREE	country	TH	0	1	-1
locrisk378.1	treedater	IQ-TREE	country	TZ	1	18	-0.8947368421052632
locrisk378.1	treedater	IQ-TREE	country	US	0	2	-1
locrisk378.1	treedater	IQ-TREE	country	UY	0	1	-1
locrisk378.1	treedater	IQ-TREE	country	YE	0	1	-1
locrisk378.1	treedater	IQ-TREE	country	ZA	50	10	0.6666666666666666
locrisk378.1	treedater	IQ-TREE	country	ZM	42	11	0.5849056603773585
locrisk378.1	treedater	IQ-TREE	region	Eastern Africa	42	21	0.3333333333333333
locrisk378.1	treedater	IQ-TREE	region	Eastern Asia	2	1	0.3333333333333333
locrisk378.1	treedater	IQ-TREE	region	Eastern Europe	0	1	-1
locrisk378.1	treedater	IQ-TREE	region	Northern America	0	2	-1
locrisk378.1	treedater	IQ-TREE	region	Northern Europe	11	16	-0.18518518518518517
locrisk378.1	treedater	IQ-TREE	region	South	0	2	-1
locrisk378.1	treedater	IQ-TREE	region	South America	1	1	0
locrisk378.1	treedater	IQ-TREE	region	Southern Africa	28	24	0.07692307692307693
locrisk378.1	treedater	IQ-TREE	region	Southern Asia	3	2	0.2
locrisk378.1	treedater	IQ-TREE	region	Southern Europe	1	5	-0.6666666666666666
locrisk378.1	treedater	IQ-TREE	region	Western Africa	0	3	-1
locrisk378.1	treedater	IQ-TREE	region	Western Asia	0	7	-1
locrisk378.1	treedater	IQ-TREE	region	Western Europe	0	3	-1
locrisk378.1	treedater	IQ-TREE	risk4	OT	1	180	-0.988950276243094
locrisk378.1	treedater	IQ-TREE	risk4	PI	4	2	0.3333333333333333
locrisk378.1	treedater	IQ-TREE	risk4	SH	182	2	0.9782608695652174
locrisk378.1	treedater	IQ-TREE	risk4	SM	1	4	-0.6
locrisk378.1	treedater	IQ-TREE	risk5	MB	0	4	-1
locrisk378.1	treedater	IQ-TREE	risk5	OT	1	175	-0.9886363636363636
locrisk378.1	treedater	IQ-TREE	risk5	PI	4	2	0.3333333333333333
locrisk378.1	treedater	IQ-TREE	risk5	SH	181	2	0.9781420765027322
locrisk378.1	treedater	IQ-TREE	risk5	SM	1	4	-0.6
locrisk378.1	treedater	IQ-TREE	risk6	MB	0	5	-1
locrisk378.1	treedater	IQ-TREE	risk6	NR	2	166	-0.9761904761904762
locrisk378.1	treedater	IQ-TREE	risk6	OT	5	16	-0.5238095238095238
locrisk378.1	treedater	IQ-TREE	risk6	PI	4	2	0.3333333333333333
locrisk378.1	treedater	IQ-TREE	risk6	SH	183	2	0.9783783783783784
locrisk378.1	treedater	IQ-TREE	risk6	SM	1	4	-0.6
locrisk378.1	treedater	PhyML	continent	Africa	28	5	0.696969696969697
locrisk378.1	treedater	PhyML	continent	Americas	1	3	-0.5
locrisk378.1	treedater	PhyML	continent	Asia	3	9	-0.5
locrisk378.1	treedater	PhyML	continent	Europe	10	25	-0.42857142857142855
locrisk378.1	treedater	PhyML	country	AR	0	1	-1
locrisk378.1	treedater	PhyML	country	BE	0	2	-1
locrisk378.1	treedater	PhyML	country	BG	0	1	-1
locrisk378.1	treedater	PhyML	country	BR	3	1	0.5
locrisk378.1	treedater	PhyML	country	BW	1	14	-0.8666666666666667
locrisk378.1	treedater	PhyML	country	CN	2	1	0.3333333333333333
locrisk378.1	treedater	PhyML	country	DE	0	1	-1
locrisk378.1	treedater	PhyML	country	DK	0	1	-1
locrisk378.1	treedater	PhyML	country	ES	1	5	-0.6666666666666666
locrisk378.1	treedater	PhyML	country	ET	1	5	-0.6666666666666666
locrisk378.1	treedater	PhyML	country	GE	0	1	-1
locrisk378.1	treedater	PhyML	country	IL	0	5	-1
locrisk378.1	treedater	PhyML	country	IN	5	3	0.25
locrisk378.1	treedater	PhyML	country	KE	0	5	-1
locrisk378.1	treedater	PhyML	country	MM	0	1	-1
locrisk378.1	treedater	PhyML	country	MW	1	17	-0.8888888888888888
locrisk378.1	treedater	PhyML	country	NG	0	2	-1
locrisk378.1	treedater	PhyML	country	NP	1	1	0
locrisk378.1	treedater	PhyML	country	PK	0	1	-1
locrisk378.1	treedater	PhyML	country	SE	18	12	0.2
locrisk378.1	treedater	PhyML	country	SN	0	1	-1
locrisk378.1	treedater	PhyML	country	SO	1	1	0
locrisk378.1	treedater	PhyML	country	TH	0	1	-1
locrisk378.1	treedater	PhyML	country	TZ	5	15	-0.5
locrisk378.1	treedater	PhyML	country	US	0	2	-1
locrisk378.1	treedater	PhyML	country	UY	0	1	-1
locrisk378.1	treedater	PhyML	country	YE	0	1	-1
locrisk378.1	treedater	PhyML	country	ZA	35	15	0.4
locrisk378.1	treedater	PhyML	country	ZM	48	5	0.8113207547169812
locrisk378.1	treedater	PhyML	region	Eastern Africa	49	14	0.5555555555555556
locrisk378.1	treedater	PhyML	region	Eastern Asia	2	1	0.3333333333333333
locrisk378.1	treedater	PhyML	region	Eastern Europe	0	1	-1
locrisk378.1	treedater	PhyML	region	Northern America	0	2	-1
locrisk378.1	treedater	PhyML	region	Northern Europe	11	16	-0.18518518518518517
locrisk378.1	treedater	PhyML	region	South	0	2	-1
locrisk378.1	treedater	PhyML	region	South America	1	1	0
locrisk378.1	treedater	PhyML	region	Southern Africa	18	28	-0.21739130434782608
locrisk378.1	treedater	PhyML	region	Southern Asia	3	2	0.2
locrisk378.1	treedater	PhyML	region	Southern Europe	1	5	-0.6666666666666666
locrisk378.1	treedater	PhyML	region	Western Africa	0	3	-1
locrisk378.1	treedater	PhyML	region	Western Asia	0	7	-1
locrisk378.1	treedater	PhyML	region	Western Europe	0	3	-1
locrisk378.1	treedater	PhyML	risk4	OT	1	178	-0.9888268156424581
locrisk378.1	treedater	PhyML	risk4	PI	4	2	0.3333333333333333
locrisk378.1	treedater	PhyML	risk4	SH	180	2	0.978021978021978
locrisk378.1	treedater	PhyML	risk4	SM	1	4	-0.6
locrisk378.1	treedater	PhyML	risk5	MB	0	4	-1
locrisk378.1	treedater	PhyML	risk5	OT	1	173	-0.9885057471264368
locrisk378.1	treedater	PhyML	risk5	PI	4	2	0.3333333333333333
locrisk378.1	treedater	PhyML	risk5	SH	179	2	0.9779005524861878
locrisk378.1	treedater	PhyML	risk5	SM	1	4	-0.6
locrisk378.1	treedater	PhyML	risk6	MB	0	5	-1
locrisk378.1	treedater	PhyML	risk6	NR	2	163	-0.9757575757575757
locrisk378.1	treedater	PhyML	risk6	OT	3	16	-0.6842105263157895
locrisk378.1	treedater	PhyML	risk6	PI	4	2	0.3333333333333333
locrisk378.1	treedater	PhyML	risk6	SH	182	2	0.9782608695652174
locrisk378.1	treedater	PhyML	risk6	SM	1	4	-0.6
locrisk378.1	treedater	RAxML-NG	continent	Africa	30	3	0.8181818181818182
locrisk378.1	treedater	RAxML-NG	continent	Americas	1	3	-0.5
locrisk378.1	treedater	RAxML-NG	continent	Asia	2	9	-0.6363636363636364
locrisk378.1	treedater	RAxML-NG	continent	Europe	8	26	-0.5294117647058824
locrisk378.1	treedater	RAxML-NG	country	AR	0	1	-1
locrisk378.1	treedater	RAxML-NG	country	BE	0	2	-1
locrisk378.1	treedater	RAxML-NG	country	BG	0	1	-1
locrisk378.1	treedater	RAxML-NG	country	BR	3	1	0.5
locrisk378.1	treedater	RAxML-NG	country	BW	1	14	-0.8666666666666667
locrisk378.1	treedater	RAxML-NG	country	CN	2	1	0.3333333333333333
locrisk378.1	treedater	RAxML-NG	country	DE	0	1	-1
locrisk378.1	treedater	RAxML-NG	country	DK	0	1	-1
locrisk378.1	treedater	RAxML-NG	country	ES	1	5	-0.6666666666666666
locrisk378.1	treedater	RAxML-NG	country	ET	1	5	-0.6666666666666666
locrisk378.1	treedater	RAxML-NG	country	GE	0	1	-1
locrisk378.1	treedater	RAxML-NG	country	IL	0	5	-1
locrisk378.1	treedater	RAxML-NG	country	IN	5	3	0.25
locrisk378.1	treedater	RAxML-NG	country	KE	0	5	-1
locrisk378.1	treedater	RAxML-NG	country	MM	0	1	-1
locrisk378.1	treedater	RAxML-NG	country	MW	0	17	-1
locrisk378.1	treedater	RAxML-NG	country	NG	0	2	-1
locrisk378.1	treedater	RAxML-NG	country	NP	1	1	0
locrisk378.1	treedater	RAxML-NG	country	PK	0	1	-1
locrisk378.1	treedater	RAxML-NG	country	SE	19	12	0.22580645161290322
locrisk378.1	treedater	RAxML-NG	country	SN	0	1	-1
locrisk378.1	treedater	RAxML-NG	country	SO	1	1	0
locrisk378.1	treedater	RAxML-NG	country	TH	0	1	-1
locrisk378.1	treedater	RAxML-NG	country	TZ	0	19	-1
locrisk378.1	treedater	RAxML-NG	country	US	0	2	-1
locrisk378.1	treedater	RAxML-NG	country	UY	0	1	-1
locrisk378.1	treedater	RAxML-NG	country	YE	0	1	-1
locrisk378.1	treedater	RAxML-NG	country	ZA	42	10	0.6153846153846154
locrisk378.1	treedater	RAxML-NG	country	ZM	47	7	0.7407407407407407
locrisk378.1	treedater	RAxML-NG	region	Eastern Africa	35	18	0.32075471698113206
locrisk378.1	treedater	RAxML-NG	region	Eastern Asia	2	1	0.3333333333333333
locrisk378.1	treedater	RAxML-NG	region	Eastern Europe	0	1	-1
locrisk378.1	treedater	RAxML-NG	region	Northern America	0	2	-1
locrisk378.1	treedater	RAxML-NG	region	Northern Europe	15	13	0.07142857142857142
locrisk378.1	treedater	RAxML-NG	region	South	0	2	-1
locrisk378.1	treedater	RAxML-NG	region	South America	1	1	0
locrisk378.1	treedater	RAxML-NG	region	Southern Africa	24	23	0.02127659574468085
locrisk378.1	treedater	RAxML-NG	region	Southern Asia	3	2	0.2
locrisk378.1	treedater	RAxML-NG	region	Southern Europe	1	5	-0.6666666666666666
locrisk378.1	treedater	RAxML-NG	region	Western Africa	0	3	-1
locrisk378.1	treedater	RAxML-NG	region	Western Asia	0	7	-1
locrisk378.1	treedater	RAxML-NG	region	Western Europe	0	3	-1
locrisk378.1	treedater	RAxML-NG	risk4	OT	1	177	-0.9887640449438202
locrisk378.1	treedater	RAxML-NG	risk4	PI	4	2	0.3333333333333333
locrisk378.1	treedater	RAxML-NG	risk4	SH	179	2	0.9779005524861878
locrisk378.1	treedater	RAxML-NG	risk4	SM	1	4	-0.6
locrisk378.1	treedater	RAxML-NG	risk5	MB	0	4	-1
locrisk378.1	treedater	RAxML-NG	risk5	OT	1	171	-0.9883720930232558
locrisk378.1	treedater	RAxML-NG	risk5	PI	4	2	0.3333333333333333
locrisk378.1	treedater	RAxML-NG	risk5	SH	177	2	0.9776536312849162
locrisk378.1	treedater	RAxML-NG	risk5	SM	1	4	-0.6
locrisk378.1	treedater	RAxML-NG	risk6	MB	0	5	-1
locrisk378.1	treedater	RAxML-NG	risk6	NR	3	162	-0.9636363636363636
locrisk378.1	treedater	RAxML-NG	risk6	OT	2	17	-0.7894736842105263
locrisk378.1	treedater	RAxML-NG	risk6	PI	4	2	0.3333333333333333
locrisk378.1	treedater	RAxML-NG	risk6	SH	182	2	0.9782608695652174
locrisk378.1	treedater	RAxML-NG	risk6	SM	1	4	-0.6
locrisk378.2	LSD	FastTree	continent	Africa	22	9	0.41935483870967744
locrisk378.2	LSD	FastTree	continent	Americas	1	3	-0.5
locrisk378.2	LSD	FastTree	continent	Asia	3	8	-0.45454545454545453
locrisk378.2	LSD	FastTree	continent	Europe	15	21	-0.16666666666666666
locrisk378.2	LSD	FastTree	country	AR	0	1	-1
locrisk378.2	LSD	FastTree	country	BE	0	2	-1
locrisk378.2	LSD	FastTree	country	BG	0	1	-1
locrisk378.2	LSD	FastTree	country	BR	3	1	0.5
locrisk378.2	LSD	FastTree	country	BW	5	12	-0.4117647058823529
locrisk378.2	LSD	FastTree	country	CN	0	2	-1
locrisk378.2	LSD	FastTree	country	DE	0	1	-1
locrisk378.2	LSD	FastTree	country	DK	0	1	-1
locrisk378.2	LSD	FastTree	country	ES	1	5	-0.6666666666666666
locrisk378.2	LSD	FastTree	country	ET	1	5	-0.6666666666666666
locrisk378.2	LSD	FastTree	country	GE	0	1	-1
locrisk378.2	LSD	FastTree	country	IL	0	5	-1
locrisk378.2	LSD	FastTree	country	IN	8	3	0.45454545454545453
locrisk378.2	LSD	FastTree	country	KE	0	5	-1
locrisk378.2	LSD	FastTree	country	MM	0	1	-1
locrisk378.2	LSD	FastTree	country	MW	4	15	-0.5789473684210527
locrisk378.2	LSD	FastTree	country	NG	0	2	-1
locrisk378.2	LSD	FastTree	country	NP	1	1	0
locrisk378.2	LSD	FastTree	country	PK	0	1	-1
locrisk378.2	LSD	FastTree	country	SE	20	10	0.3333333333333333
locrisk378.2	LSD	FastTree	country	SN	0	1	-1
locrisk378.2	LSD	FastTree	country	SO	1	1	0
locrisk378.2	LSD	FastTree	country	TH	0	1	-1
locrisk378.2	LSD	FastTree	country	TZ	0	16	-1
locrisk378.2	LSD	FastTree	country	US	0	2	-1
locrisk378.2	LSD	FastTree	country	UY	0	1	-1
locrisk378.2	LSD	FastTree	country	YE	0	1	-1
locrisk378.2	LSD	FastTree	country	ZA	36	12	0.5
locrisk378.2	LSD	FastTree	country	ZM	39	9	0.625
locrisk378.2	LSD	FastTree	region	Eastern Africa	38	20	0.3103448275862069
