dataset	dpt	mlt	trait	location	Export	Import	SSS
locrisk468.2	treedater	PhyML	region	Southern Africa	19	30	-0.22448979591836735
locrisk468.2	treedater	PhyML	region	Southern Asia	6	2	0.5
locrisk468.2	treedater	PhyML	region	Southern Europe	1	5	-0.6666666666666666
locrisk468.2	treedater	PhyML	region	Western Africa	0	3	-1
locrisk468.2	treedater	PhyML	region	Western Asia	0	7	-1
locrisk468.2	treedater	PhyML	region	Western Europe	0	3	-1
locrisk468.2	treedater	PhyML	risk4	OT	1	209	-0.9904761904761905
locrisk468.2	treedater	PhyML	risk4	PI	2	2	0
locrisk468.2	treedater	PhyML	risk4	SH	213	2	0.9813953488372092
locrisk468.2	treedater	PhyML	risk4	SM	1	4	-0.6
locrisk468.2	treedater	PhyML	risk5	MB	0	6	-1
locrisk468.2	treedater	PhyML	risk5	OT	1	202	-0.9901477832512315
locrisk468.2	treedater	PhyML	risk5	PI	2	2	0
locrisk468.2	treedater	PhyML	risk5	SH	212	2	0.9813084112149533
locrisk468.2	treedater	PhyML	risk5	SM	1	4	-0.6
locrisk468.2	treedater	PhyML	risk6	MB	0	6	-1
locrisk468.2	treedater	PhyML	risk6	NR	2	190	-0.9791666666666666
locrisk468.2	treedater	PhyML	risk6	OT	7	15	-0.36363636363636365
locrisk468.2	treedater	PhyML	risk6	PI	2	2	0
locrisk468.2	treedater	PhyML	risk6	SH	207	2	0.9808612440191388
locrisk468.2	treedater	PhyML	risk6	SM	1	4	-0.6
locrisk468.2	treedater	RAxML-NG	continent	Africa	26	7	0.5757575757575758
locrisk468.2	treedater	RAxML-NG	continent	Americas	1	3	-0.5
locrisk468.2	treedater	RAxML-NG	continent	Asia	3	10	-0.5384615384615384
locrisk468.2	treedater	RAxML-NG	continent	Europe	14	24	-0.2631578947368421
locrisk468.2	treedater	RAxML-NG	country	AR	0	1	-1
locrisk468.2	treedater	RAxML-NG	country	BE	0	2	-1
locrisk468.2	treedater	RAxML-NG	country	BG	0	1	-1
locrisk468.2	treedater	RAxML-NG	country	BR	3	1	0.5
locrisk468.2	treedater	RAxML-NG	country	BW	68	4	0.8888888888888888
locrisk468.2	treedater	RAxML-NG	country	CN	0	2	-1
locrisk468.2	treedater	RAxML-NG	country	DE	0	1	-1
locrisk468.2	treedater	RAxML-NG	country	DK	0	1	-1
locrisk468.2	treedater	RAxML-NG	country	ES	1	5	-0.6666666666666666
locrisk468.2	treedater	RAxML-NG	country	ET	1	7	-0.75
locrisk468.2	treedater	RAxML-NG	country	GE	0	1	-1
locrisk468.2	treedater	RAxML-NG	country	IL	0	5	-1
locrisk468.2	treedater	RAxML-NG	country	IN	8	3	0.45454545454545453
locrisk468.2	treedater	RAxML-NG	country	KE	0	5	-1
locrisk468.2	treedater	RAxML-NG	country	MM	0	1	-1
locrisk468.2	treedater	RAxML-NG	country	MW	2	17	-0.7894736842105263
locrisk468.2	treedater	RAxML-NG	country	NG	0	2	-1
locrisk468.2	treedater	RAxML-NG	country	NP	1	1	0
locrisk468.2	treedater	RAxML-NG	country	PK	0	1	-1
locrisk468.2	treedater	RAxML-NG	country	SE	19	12	0.22580645161290322
locrisk468.2	treedater	RAxML-NG	country	SN	0	1	-1
locrisk468.2	treedater	RAxML-NG	country	SO	1	1	0
locrisk468.2	treedater	RAxML-NG	country	TH	0	1	-1
locrisk468.2	treedater	RAxML-NG	country	TZ	1	20	-0.9047619047619048
locrisk468.2	treedater	RAxML-NG	country	US	0	2	-1
locrisk468.2	treedater	RAxML-NG	country	UY	0	1	-1
locrisk468.2	treedater	RAxML-NG	country	YE	0	1	-1
locrisk468.2	treedater	RAxML-NG	country	ZA	16	33	-0.3469387755102041
locrisk468.2	treedater	RAxML-NG	country	ZM	29	17	0.2608695652173913
locrisk468.2	treedater	RAxML-NG	region	Eastern Africa	27	35	-0.12903225806451613
locrisk468.2	treedater	RAxML-NG	region	Eastern Asia	1	2	-0.3333333333333333
locrisk468.2	treedater	RAxML-NG	region	Eastern Europe	0	1	-1
locrisk468.2	treedater	RAxML-NG	region	Northern America	0	2	-1
locrisk468.2	treedater	RAxML-NG	region	Northern Europe	13	15	-0.07142857142857142
locrisk468.2	treedater	RAxML-NG	region	South	0	2	-1
locrisk468.2	treedater	RAxML-NG	region	South America	1	1	0
locrisk468.2	treedater	RAxML-NG	region	Southern Africa	42	12	0.5555555555555556
locrisk468.2	treedater	RAxML-NG	region	Southern Asia	5	2	0.42857142857142855
locrisk468.2	treedater	RAxML-NG	region	Southern Europe	1	5	-0.6666666666666666
locrisk468.2	treedater	RAxML-NG	region	Western Africa	0	3	-1
locrisk468.2	treedater	RAxML-NG	region	Western Asia	0	7	-1
locrisk468.2	treedater	RAxML-NG	region	Western Europe	0	3	-1
locrisk468.2	treedater	RAxML-NG	risk4	OT	1	212	-0.9906103286384976
locrisk468.2	treedater	RAxML-NG	risk4	PI	2	2	0
locrisk468.2	treedater	RAxML-NG	risk4	SH	216	2	0.981651376146789
locrisk468.2	treedater	RAxML-NG	risk4	SM	1	4	-0.6
locrisk468.2	treedater	RAxML-NG	risk5	MB	0	6	-1
locrisk468.2	treedater	RAxML-NG	risk5	OT	1	204	-0.9902439024390244
locrisk468.2	treedater	RAxML-NG	risk5	PI	2	2	0
locrisk468.2	treedater	RAxML-NG	risk5	SH	214	2	0.9814814814814815
locrisk468.2	treedater	RAxML-NG	risk5	SM	1	4	-0.6
locrisk468.2	treedater	RAxML-NG	risk6	MB	0	7	-1
locrisk468.2	treedater	RAxML-NG	risk6	NR	3	191	-0.9690721649484536
locrisk468.2	treedater	RAxML-NG	risk6	OT	4	18	-0.6363636363636364
locrisk468.2	treedater	RAxML-NG	risk6	PI	3	2	0.2
locrisk468.2	treedater	RAxML-NG	risk6	SH	213	2	0.9813953488372092
locrisk468.2	treedater	RAxML-NG	risk6	SM	1	4	-0.6
locrisk468.3	LSD	FastTree	continent	Africa	23	13	0.2777777777777778
locrisk468.3	LSD	FastTree	continent	Americas	1	3	-0.5
locrisk468.3	LSD	FastTree	continent	Asia	3	10	-0.5384615384615384
locrisk468.3	LSD	FastTree	continent	Europe	21	22	-0.023255813953488372
locrisk468.3	LSD	FastTree	country	AR	0	1	-1
locrisk468.3	LSD	FastTree	country	BE	0	2	-1
locrisk468.3	LSD	FastTree	country	BG	0	1	-1
locrisk468.3	LSD	FastTree	country	BR	3	1	0.5
locrisk468.3	LSD	FastTree	country	BW	5	18	-0.5652173913043478
locrisk468.3	LSD	FastTree	country	CN	0	2	-1
locrisk468.3	LSD	FastTree	country	DE	0	1	-1
locrisk468.3	LSD	FastTree	country	DK	0	1	-1
locrisk468.3	LSD	FastTree	country	ES	1	5	-0.6666666666666666
locrisk468.3	LSD	FastTree	country	ET	1	7	-0.75
locrisk468.3	LSD	FastTree	country	GE	0	1	-1
locrisk468.3	LSD	FastTree	country	IL	0	5	-1
locrisk468.3	LSD	FastTree	country	IN	8	3	0.45454545454545453
locrisk468.3	LSD	FastTree	country	KE	0	5	-1
locrisk468.3	LSD	FastTree	country	MM	0	1	-1
locrisk468.3	LSD	FastTree	country	MW	4	18	-0.6363636363636364
locrisk468.3	LSD	FastTree	country	NG	0	2	-1
locrisk468.3	LSD	FastTree	country	NP	1	1	0
locrisk468.3	LSD	FastTree	country	PK	0	1	-1
locrisk468.3	LSD	FastTree	country	SE	20	12	0.25
locrisk468.3	LSD	FastTree	country	SN	0	1	-1
locrisk468.3	LSD	FastTree	country	SO	1	1	0
locrisk468.3	LSD	FastTree	country	TH	0	1	-1
locrisk468.3	LSD	FastTree	country	TZ	12	18	-0.2
locrisk468.3	LSD	FastTree	country	US	0	2	-1
locrisk468.3	LSD	FastTree	country	UY	0	1	-1
locrisk468.3	LSD	FastTree	country	YE	0	1	-1
locrisk468.3	LSD	FastTree	country	ZA	46	13	0.559322033898305
locrisk468.3	LSD	FastTree	country	ZM	39	15	0.4444444444444444
locrisk468.3	LSD	FastTree	region	Eastern Africa	26	34	-0.13333333333333333
locrisk468.3	LSD	FastTree	region	Eastern Asia	1	2	-0.3333333333333333
locrisk468.3	LSD	FastTree	region	Eastern Europe	0	1	-1
locrisk468.3	LSD	FastTree	region	Northern America	0	2	-1
locrisk468.3	LSD	FastTree	region	Northern Europe	17	13	0.13333333333333333
locrisk468.3	LSD	FastTree	region	South	0	2	-1
locrisk468.3	LSD	FastTree	region	South America	1	1	0
locrisk468.3	LSD	FastTree	region	Southern Africa	39	15	0.4444444444444444
locrisk468.3	LSD	FastTree	region	Southern Asia	5	2	0.42857142857142855
locrisk468.3	LSD	FastTree	region	Southern Europe	1	5	-0.6666666666666666
locrisk468.3	LSD	FastTree	region	Western Africa	0	3	-1
locrisk468.3	LSD	FastTree	region	Western Asia	0	7	-1
locrisk468.3	LSD	FastTree	region	Western Europe	0	3	-1
locrisk468.3	LSD	FastTree	risk4	OT	3	201	-0.9705882352941176
locrisk468.3	LSD	FastTree	risk4	PI	2	2	0
locrisk468.3	LSD	FastTree	risk4	SH	205	4	0.9617224880382775
locrisk468.3	LSD	FastTree	risk4	SM	1	4	-0.6
locrisk468.3	LSD	FastTree	risk5	MB	0	7	-1
locrisk468.3	LSD	FastTree	risk5	OT	3	190	-0.9689119170984456
locrisk468.3	LSD	FastTree	risk5	PI	2	2	0
locrisk468.3	LSD	FastTree	risk5	SH	201	4	0.9609756097560975
locrisk468.3	LSD	FastTree	risk5	SM	1	4	-0.6
locrisk468.3	LSD	FastTree	risk6	MB	0	7	-1
locrisk468.3	LSD	FastTree	risk6	NR	9	169	-0.898876404494382
locrisk468.3	LSD	FastTree	risk6	OT	1	17	-0.8888888888888888
locrisk468.3	LSD	FastTree	risk6	PI	2	2	0
locrisk468.3	LSD	FastTree	risk6	SH	193	7	0.93
locrisk468.3	LSD	FastTree	risk6	SM	1	4	-0.6
locrisk468.3	LSD	IQ-TREE	continent	Africa	24	12	0.3333333333333333
locrisk468.3	LSD	IQ-TREE	continent	Americas	1	3	-0.5
locrisk468.3	LSD	IQ-TREE	continent	Asia	3	11	-0.5714285714285714
locrisk468.3	LSD	IQ-TREE	continent	Europe	20	22	-0.047619047619047616
locrisk468.3	LSD	IQ-TREE	country	AR	0	1	-1
locrisk468.3	LSD	IQ-TREE	country	BE	0	2	-1
locrisk468.3	LSD	IQ-TREE	country	BG	0	1	-1
locrisk468.3	LSD	IQ-TREE	country	BR	3	1	0.5
locrisk468.3	LSD	IQ-TREE	country	BW	42	10	0.6153846153846154
locrisk468.3	LSD	IQ-TREE	country	CN	1	1	0
locrisk468.3	LSD	IQ-TREE	country	DE	0	1	-1
locrisk468.3	LSD	IQ-TREE	country	DK	0	1	-1
locrisk468.3	LSD	IQ-TREE	country	ES	1	5	-0.6666666666666666
locrisk468.3	LSD	IQ-TREE	country	ET	1	7	-0.75
locrisk468.3	LSD	IQ-TREE	country	GE	0	1	-1
locrisk468.3	LSD	IQ-TREE	country	IL	0	5	-1
locrisk468.3	LSD	IQ-TREE	country	IN	5	3	0.25
locrisk468.3	LSD	IQ-TREE	country	KE	0	5	-1
locrisk468.3	LSD	IQ-TREE	country	MM	0	1	-1
locrisk468.3	LSD	IQ-TREE	country	MW	2	16	-0.7777777777777778
locrisk468.3	LSD	IQ-TREE	country	NG	0	2	-1
locrisk468.3	LSD	IQ-TREE	country	NP	1	1	0
locrisk468.3	LSD	IQ-TREE	country	PK	0	1	-1
locrisk468.3	LSD	IQ-TREE	country	SE	22	11	0.3333333333333333
locrisk468.3	LSD	IQ-TREE	country	SN	0	1	-1
locrisk468.3	LSD	IQ-TREE	country	SO	1	1	0
locrisk468.3	LSD	IQ-TREE	country	TH	0	1	-1
locrisk468.3	LSD	IQ-TREE	country	TZ	7	22	-0.5172413793103449
locrisk468.3	LSD	IQ-TREE	country	US	0	2	-1
locrisk468.3	LSD	IQ-TREE	country	UY	0	1	-1
locrisk468.3	LSD	IQ-TREE	country	YE	0	1	-1
locrisk468.3	LSD	IQ-TREE	country	ZA	27	27	0
locrisk468.3	LSD	IQ-TREE	country	ZM	34	15	0.3877551020408163
locrisk468.3	LSD	IQ-TREE	region	Eastern Africa	29	37	-0.12121212121212122
locrisk468.3	LSD	IQ-TREE	region	Eastern Asia	1	1	0
locrisk468.3	LSD	IQ-TREE	region	Eastern Europe	0	1	-1
locrisk468.3	LSD	IQ-TREE	region	Northern America	0	2	-1
locrisk468.3	LSD	IQ-TREE	region	Northern Europe	17	13	0.13333333333333333
locrisk468.3	LSD	IQ-TREE	region	South	0	2	-1
locrisk468.3	LSD	IQ-TREE	region	South America	1	1	0
locrisk468.3	LSD	IQ-TREE	region	Southern Africa	40	15	0.45454545454545453
locrisk468.3	LSD	IQ-TREE	region	Southern Asia	4	3	0.14285714285714285
locrisk468.3	LSD	IQ-TREE	region	Southern Europe	1	5	-0.6666666666666666
locrisk468.3	LSD	IQ-TREE	region	Western Africa	0	3	-1
locrisk468.3	LSD	IQ-TREE	region	Western Asia	0	7	-1
locrisk468.3	LSD	IQ-TREE	region	Western Europe	0	3	-1
locrisk468.3	LSD	IQ-TREE	risk4	OT	1	214	-0.9906976744186047
locrisk468.3	LSD	IQ-TREE	risk4	PI	3	2	0.2
locrisk468.3	LSD	IQ-TREE	risk4	SH	217	2	0.9817351598173516
locrisk468.3	LSD	IQ-TREE	risk4	SM	1	4	-0.6
locrisk468.3	LSD	IQ-TREE	risk5	MB	0	6	-1
locrisk468.3	LSD	IQ-TREE	risk5	OT	1	205	-0.9902912621359223
locrisk468.3	LSD	IQ-TREE	risk5	PI	3	2	0.2
locrisk468.3	LSD	IQ-TREE	risk5	SH	214	2	0.9814814814814815
locrisk468.3	LSD	IQ-TREE	risk5	SM	1	4	-0.6
locrisk468.3	LSD	IQ-TREE	risk6	MB	0	7	-1
locrisk468.3	LSD	IQ-TREE	risk6	NR	6	182	-0.9361702127659575
locrisk468.3	LSD	IQ-TREE	risk6	OT	1	18	-0.8947368421052632
locrisk468.3	LSD	IQ-TREE	risk6	PI	3	2	0.2
locrisk468.3	LSD	IQ-TREE	risk6	SH	207	5	0.9528301886792453
locrisk468.3	LSD	IQ-TREE	risk6	SM	1	4	-0.6
locrisk468.3	LSD	PhyML	continent	Africa	26	8	0.5294117647058824
locrisk468.3	LSD	PhyML	continent	Americas	1	3	-0.5
locrisk468.3	LSD	PhyML	continent	Asia	3	10	-0.5384615384615384
locrisk468.3	LSD	PhyML	continent	Europe	15	24	-0.23076923076923078
locrisk468.3	LSD	PhyML	country	AR	0	1	-1
locrisk468.3	LSD	PhyML	country	BE	0	2	-1
locrisk468.3	LSD	PhyML	country	BG	0	1	-1
locrisk468.3	LSD	PhyML	country	BR	3	1	0.5
locrisk468.3	LSD	PhyML	country	BW	6	17	-0.4782608695652174
locrisk468.3	LSD	PhyML	country	CN	0	2	-1
locrisk468.3	LSD	PhyML	country	DE	0	1	-1
locrisk468.3	LSD	PhyML	country	DK	0	1	-1
locrisk468.3	LSD	PhyML	country	ES	1	5	-0.6666666666666666
locrisk468.3	LSD	PhyML	country	ET	1	7	-0.75
locrisk468.3	LSD	PhyML	country	GE	0	1	-1
locrisk468.3	LSD	PhyML	country	IL	0	5	-1
locrisk468.3	LSD	PhyML	country	IN	8	3	0.45454545454545453
locrisk468.3	LSD	PhyML	country	KE	0	5	-1
locrisk468.3	LSD	PhyML	country	MM	0	1	-1
locrisk468.3	LSD	PhyML	country	MW	4	15	-0.5789473684210527
locrisk468.3	LSD	PhyML	country	NG	0	2	-1
locrisk468.3	LSD	PhyML	country	NP	1	1	0
locrisk468.3	LSD	PhyML	country	PK	0	1	-1
locrisk468.3	LSD	PhyML	country	SE	19	12	0.22580645161290322
locrisk468.3	LSD	PhyML	country	SN	0	1	-1
locrisk468.3	LSD	PhyML	country	SO	1	1	0
locrisk468.3	LSD	PhyML	country	TH	0	1	-1
locrisk468.3	LSD	PhyML	country	TZ	5	22	-0.6296296296296297
locrisk468.3	LSD	PhyML	country	US	0	2	-1
locrisk468.3	LSD	PhyML	country	UY	0	1	-1
locrisk468.3	LSD	PhyML	country	YE	0	1	-1
locrisk468.3	LSD	PhyML	country	ZA	48	13	0.5737704918032787
locrisk468.3	LSD	PhyML	country	ZM	40	11	0.5686274509803921
locrisk468.3	LSD	PhyML	region	Eastern Africa	22	40	-0.2903225806451613
locrisk468.3	LSD	PhyML	region	Eastern Asia	0	2	-1
locrisk468.3	LSD	PhyML	region	Eastern Europe	0	1	-1
locrisk468.3	LSD	PhyML	region	Northern America	0	2	-1
locrisk468.3	LSD	PhyML	region	Northern Europe	18	13	0.16129032258064516
locrisk468.3	LSD	PhyML	region	South	0	2	-1
locrisk468.3	LSD	PhyML	region	South America	1	1	0
locrisk468.3	LSD	PhyML	region	Southern Africa	45	12	0.5789473684210527
locrisk468.3	LSD	PhyML	region	Southern Asia	6	2	0.5
locrisk468.3	LSD	PhyML	region	Southern Europe	1	5	-0.6666666666666666
locrisk468.3	LSD	PhyML	region	Western Africa	0	3	-1
locrisk468.3	LSD	PhyML	region	Western Asia	0	7	-1
locrisk468.3	LSD	PhyML	region	Western Europe	0	3	-1
locrisk468.3	LSD	PhyML	risk4	OT	1	218	-0.9908675799086758
locrisk468.3	LSD	PhyML	risk4	PI	2	2	0
locrisk468.3	LSD	PhyML	risk4	SH	222	2	0.9821428571428571
locrisk468.3	LSD	PhyML	risk4	SM	1	4	-0.6
locrisk468.3	LSD	PhyML	risk5	MB	0	7	-1
locrisk468.3	LSD	PhyML	risk5	OT	1	208	-0.9904306220095693
locrisk468.3	LSD	PhyML	risk5	PI	2	2	0
locrisk468.3	LSD	PhyML	risk5	SH	219	2	0.9819004524886877
locrisk468.3	LSD	PhyML	risk5	SM	1	4	-0.6
locrisk468.3	LSD	PhyML	risk6	MB	0	7	-1
locrisk468.3	LSD	PhyML	risk6	NR	3	192	-0.9692307692307692
locrisk468.3	LSD	PhyML	risk6	OT	1	18	-0.8947368421052632
locrisk468.3	LSD	PhyML	risk6	PI	2	2	0
locrisk468.3	LSD	PhyML	risk6	SH	218	2	0.9818181818181818
locrisk468.3	LSD	PhyML	risk6	SM	1	4	-0.6
locrisk468.3	LSD	RAxML-NG	continent	Africa	23	12	0.3142857142857143
locrisk468.3	LSD	RAxML-NG	continent	Americas	1	3	-0.5
locrisk468.3	LSD	RAxML-NG	continent	Asia	3	10	-0.5384615384615384
locrisk468.3	LSD	RAxML-NG	continent	Europe	20	22	-0.047619047619047616
locrisk468.3	LSD	RAxML-NG	country	AR	0	1	-1
locrisk468.3	LSD	RAxML-NG	country	BE	0	2	-1
locrisk468.3	LSD	RAxML-NG	country	BG	0	1	-1
locrisk468.3	LSD	RAxML-NG	country	BR	3	1	0.5
locrisk468.3	LSD	RAxML-NG	country	BW	66	6	0.8333333333333334
locrisk468.3	LSD	RAxML-NG	country	CN	0	2	-1
locrisk468.3	LSD	RAxML-NG	country	DE	0	1	-1
locrisk468.3	LSD	RAxML-NG	country	DK	0	1	-1
locrisk468.3	LSD	RAxML-NG	country	ES	1	5	-0.6666666666666666
locrisk468.3	LSD	RAxML-NG	country	ET	1	7	-0.75
locrisk468.3	LSD	RAxML-NG	country	GE	0	1	-1
locrisk468.3	LSD	RAxML-NG	country	IL	0	5	-1
locrisk468.3	LSD	RAxML-NG	country	IN	10	3	0.5384615384615384
locrisk468.3	LSD	RAxML-NG	country	KE	0	5	-1
locrisk468.3	LSD	RAxML-NG	country	MM	0	1	-1
locrisk468.3	LSD	RAxML-NG	country	MW	1	18	-0.8947368421052632
locrisk468.3	LSD	RAxML-NG	country	NG	0	2	-1
locrisk468.3	LSD	RAxML-NG	country	NP	1	3	-0.5
locrisk468.3	LSD	RAxML-NG	country	PK	0	1	-1
locrisk468.3	LSD	RAxML-NG	country	SE	20	12	0.25
locrisk468.3	LSD	RAxML-NG	country	SN	0	1	-1
locrisk468.3	LSD	RAxML-NG	country	SO	1	1	0
locrisk468.3	LSD	RAxML-NG	country	TH	0	1	-1
locrisk468.3	LSD	RAxML-NG	country	TZ	1	22	-0.9130434782608695
locrisk468.3	LSD	RAxML-NG	country	US	0	2	-1
locrisk468.3	LSD	RAxML-NG	country	UY	0	1	-1
locrisk468.3	LSD	RAxML-NG	country	YE	0	1	-1
locrisk468.3	LSD	RAxML-NG	country	ZA	12	32	-0.45454545454545453
locrisk468.3	LSD	RAxML-NG	country	ZM	37	15	0.4230769230769231
locrisk468.3	LSD	RAxML-NG	region	Eastern Africa	24	38	-0.22580645161290322
locrisk468.3	LSD	RAxML-NG	region	Eastern Asia	0	2	-1
locrisk468.3	LSD	RAxML-NG	region	Eastern Europe	0	1	-1
locrisk468.3	LSD	RAxML-NG	region	Northern America	0	2	-1
locrisk468.3	LSD	RAxML-NG	region	Northern Europe	18	13	0.16129032258064516
locrisk468.3	LSD	RAxML-NG	region	South	0	2	-1
locrisk468.3	LSD	RAxML-NG	region	South America	1	1	0
locrisk468.3	LSD	RAxML-NG	region	Southern Africa	41	12	0.5471698113207547
locrisk468.3	LSD	RAxML-NG	region	Southern Asia	6	2	0.5
locrisk468.3	LSD	RAxML-NG	region	Southern Europe	1	5	-0.6666666666666666
locrisk468.3	LSD	RAxML-NG	region	Western Africa	0	3	-1
locrisk468.3	LSD	RAxML-NG	region	Western Asia	0	7	-1
locrisk468.3	LSD	RAxML-NG	region	Western Europe	0	3	-1
locrisk468.3	LSD	RAxML-NG	risk4	OT	1	217	-0.9908256880733946
locrisk468.3	LSD	RAxML-NG	risk4	PI	2	2	0
locrisk468.3	LSD	RAxML-NG	risk4	SH	221	2	0.9820627802690582
locrisk468.3	LSD	RAxML-NG	risk4	SM	1	4	-0.6
locrisk468.3	LSD	RAxML-NG	risk5	MB	0	6	-1
locrisk468.3	LSD	RAxML-NG	risk5	OT	1	208	-0.9904306220095693
locrisk468.3	LSD	RAxML-NG	risk5	PI	2	2	0
locrisk468.3	LSD	RAxML-NG	risk5	SH	218	2	0.9818181818181818
locrisk468.3	LSD	RAxML-NG	risk5	SM	1	4	-0.6
locrisk468.3	LSD	RAxML-NG	risk6	MB	0	7	-1
locrisk468.3	LSD	RAxML-NG	risk6	NR	6	184	-0.9368421052631579
locrisk468.3	LSD	RAxML-NG	risk6	OT	1	18	-0.8947368421052632
locrisk468.3	LSD	RAxML-NG	risk6	PI	2	2	0
locrisk468.3	LSD	RAxML-NG	risk6	SH	210	5	0.9534883720930233
locrisk468.3	LSD	RAxML-NG	risk6	SM	1	4	-0.6
locrisk468.3	TempEst	FastTree	continent	Africa	23	11	0.35294117647058826
locrisk468.3	TempEst	FastTree	continent	Americas	1	3	-0.5
locrisk468.3	TempEst	FastTree	continent	Asia	2	10	-0.6666666666666666
locrisk468.3	TempEst	FastTree	continent	Europe	19	21	-0.05
locrisk468.3	TempEst	FastTree	country	AR	0	1	-1
locrisk468.3	TempEst	FastTree	country	BE	0	2	-1
locrisk468.3	TempEst	FastTree	country	BG	0	1	-1
locrisk468.3	TempEst	FastTree	country	BR	3	1	0.5
locrisk468.3	TempEst	FastTree	country	BW	5	18	-0.5652173913043478
locrisk468.3	TempEst	FastTree	country	CN	0	2	-1
locrisk468.3	TempEst	FastTree	country	DE	0	1	-1
locrisk468.3	TempEst	FastTree	country	DK	0	1	-1
locrisk468.3	TempEst	FastTree	country	ES	1	5	-0.6666666666666666
locrisk468.3	TempEst	FastTree	country	ET	1	7	-0.75
locrisk468.3	TempEst	FastTree	country	GE	0	1	-1
locrisk468.3	TempEst	FastTree	country	IL	0	5	-1
locrisk468.3	TempEst	FastTree	country	IN	8	3	0.45454545454545453
locrisk468.3	TempEst	FastTree	country	KE	0	5	-1
locrisk468.3	TempEst	FastTree	country	MM	0	1	-1
locrisk468.3	TempEst	FastTree	country	MW	4	19	-0.6521739130434783
locrisk468.3	TempEst	FastTree	country	NG	0	2	-1
locrisk468.3	TempEst	FastTree	country	NP	1	1	0
locrisk468.3	TempEst	FastTree	country	PK	0	1	-1
locrisk468.3	TempEst	FastTree	country	SE	19	12	0.22580645161290322
locrisk468.3	TempEst	FastTree	country	SN	0	2	-1
locrisk468.3	TempEst	FastTree	country	SO	0	1	-1
locrisk468.3	TempEst	FastTree	country	TH	0	1	-1
locrisk468.3	TempEst	FastTree	country	TZ	12	18	-0.2
locrisk468.3	TempEst	FastTree	country	US	0	2	-1
locrisk468.3	TempEst	FastTree	country	UY	0	1	-1
locrisk468.3	TempEst	FastTree	country	YE	0	1	-1
locrisk468.3	TempEst	FastTree	country	ZA	46	13	0.559322033898305
locrisk468.3	TempEst	FastTree	country	ZM	42	14	0.5
locrisk468.3	TempEst	FastTree	region	Eastern Africa	24	34	-0.1724137931034483
locrisk468.3	TempEst	FastTree	region	Eastern Asia	0	2	-1
locrisk468.3	TempEst	FastTree	region	Eastern Europe	0	1	-1
locrisk468.3	TempEst	FastTree	region	Northern America	0	2	-1
locrisk468.3	TempEst	FastTree	region	Northern Europe	18	13	0.16129032258064516
locrisk468.3	TempEst	FastTree	region	South	0	2	-1
locrisk468.3	TempEst	FastTree	region	South America	1	1	0
locrisk468.3	TempEst	FastTree	region	Southern Africa	40	15	0.45454545454545453
locrisk468.3	TempEst	FastTree	region	Southern Asia	6	2	0.5
locrisk468.3	TempEst	FastTree	region	Southern Europe	0	5	-1
locrisk468.3	TempEst	FastTree	region	Western Africa	1	3	-0.5
locrisk468.3	TempEst	FastTree	region	Western Asia	0	7	-1
locrisk468.3	TempEst	FastTree	region	Western Europe	0	3	-1
locrisk468.3	TempEst	FastTree	risk4	OT	3	202	-0.9707317073170731
locrisk468.3	TempEst	FastTree	risk4	PI	2	2	0
locrisk468.3	TempEst	FastTree	risk4	SH	205	4	0.9617224880382775
locrisk468.3	TempEst	FastTree	risk4	SM	2	4	-0.3333333333333333
locrisk468.3	TempEst	FastTree	risk5	MB	0	7	-1
locrisk468.3	TempEst	FastTree	risk5	OT	3	195	-0.9696969696969697
locrisk468.3	TempEst	FastTree	risk5	PI	2	2	0
locrisk468.3	TempEst	FastTree	risk5	SH	205	4	0.9617224880382775
locrisk468.3	TempEst	FastTree	risk5	SM	2	4	-0.3333333333333333
locrisk468.3	TempEst	FastTree	risk6	MB	0	7	-1
locrisk468.3	TempEst	FastTree	risk6	NR	6	178	-0.9347826086956522
locrisk468.3	TempEst	FastTree	risk6	OT	7	16	-0.391304347826087
locrisk468.3	TempEst	FastTree	risk6	PI	2	2	0
locrisk468.3	TempEst	FastTree	risk6	SH	196	6	0.9405940594059405
locrisk468.3	TempEst	FastTree	risk6	SM	2	4	-0.3333333333333333
locrisk468.3	TempEst	IQ-TREE	continent	Africa	23	12	0.3142857142857143
locrisk468.3	TempEst	IQ-TREE	continent	Americas	1	3	-0.5
locrisk468.3	TempEst	IQ-TREE	continent	Asia	2	11	-0.6923076923076923
locrisk468.3	TempEst	IQ-TREE	continent	Europe	20	20	0
locrisk468.3	TempEst	IQ-TREE	country	AR	0	1	-1
locrisk468.3	TempEst	IQ-TREE	country	BE	0	2	-1
locrisk468.3	TempEst	IQ-TREE	country	BG	0	1	-1
locrisk468.3	TempEst	IQ-TREE	country	BR	3	1	0.5
locrisk468.3	TempEst	IQ-TREE	country	BW	4	17	-0.6190476190476191
locrisk468.3	TempEst	IQ-TREE	country	CN	1	1	0
locrisk468.3	TempEst	IQ-TREE	country	DE	0	1	-1
locrisk468.3	TempEst	IQ-TREE	country	DK	0	1	-1
locrisk468.3	TempEst	IQ-TREE	country	ES	0	5	-1
locrisk468.3	TempEst	IQ-TREE	country	ET	1	7	-0.75
locrisk468.3	TempEst	IQ-TREE	country	GE	0	1	-1
locrisk468.3	TempEst	IQ-TREE	country	IL	0	5	-1
locrisk468.3	TempEst	IQ-TREE	country	IN	5	3	0.25
locrisk468.3	TempEst	IQ-TREE	country	KE	0	5	-1
